1-AMINO-PROPAN-2-OL	(<i>R</i>)-1-aminopropan-2-ol
CPD-21013	<i>N</i><sup>3</sup>-decanoyl-<i>N</i><sup>3</sup>-hydroxy-1,3-diaminopropane
CPD-21015	norfloxacin
CPD-21017	<i>N</i><sup>3</sup>-dec-2-enoyl-<i>N</i><sup>3</sup>-hydroxy-1,3-diaminopropane
CPD-21019	<i>N</i><sup>1</sup>-citryl-<i>N</i><sup>3</sup>-dec-2-enoyl-<i>N</i><sup>3</sup>-hydroxy-1,3-diaminopropane
CPD-21020	<i>N</i><sup>5</sup>-2,4-diaminobutanoate-<i>N</i><sup>1</sup>-citryl-<i>N</i><sup>3</sup>-dec-2-enoyl-<i>N</i><sup>3</sup>-hydroxy-1,3-diaminopropane
CPD-21021	acinetoferrin
CPD-21026	<i>N</i><sup>1</sup>-citryl-<i>N</i><sup>3</sup>-oct-2-enoyl-<i>N</i><sup>3</sup>-hydroxy-1,3-diaminopropane
CPD-21027	<i>N</i><sup>3</sup>-oct-2-enoyl-<i>N</i><sup>3</sup>-hydroxy-1,3-diaminopropane
CPD-21028	(citryl)-<i>N</i>-(3-aminopropyl)-<i>N</i>-hydroxyacetamide
CPD-21035	commendamide
CPD-21047	3-[(2-aminopentan-5-oylcarbamoyl)methyl]-3-hydroxybutanoate
CPD-21056	toxoflavin
CPD-21062	reumycin
CPD-21063	1,6-didemethyltoxoflavin
CPD-21067	6-demethyltoxoflavin
CPD-21072	3-hydroxy-3-methylhexanoate
CPD-21073	(2<i>E</i>)-3-methylhex-2-enoate
CPD-21074	<i>N</i><sup>&alpha;</sup>-[(2<i>E</i>)-3-methylhex-2-enoyl]-L-glutamine
CPD-21075	<i>N</i><sup>&alpha;</sup>-(3-hydroxy-3-methylhexanoyl)-L-glutamine
CPD-21078	3-methyl-3-sulfanylhexan-1-ol
CPD-21083	ethylenediamine-<i>N</i>,<i>N</i>'-disuccinate
CPD-21084	<i>N</i>-carbobenzyloxy-L-glutamine
CPD-21107	<i>S</i>-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine
CPD-21108	<i>S</i>-(6-hydroxy-4-methylhexan-4-yl)-L-cysteine
CPD-21110	2-methyl-3-sulfanylbutan-1-ol
CPD-21119	<i>S</i>-(4-hydroxy-3-methylbutan-2-yl)-L-cysteine
CPD-21126	<i>S</i>-benzyl-L-cysteine
CPD-21128	benzyl thiol
CPD-21137	<i>S</i>-benzyl-L-cysteinylglycine
CPD-21304	alloxanthine
CPD-21340	<i>all-trans</i>-nonaprenyl diphosphate
CPD-21359	core oligosaccharide-lipid A (<i>E. coli</i> K-12 core type) (no GlcNAc)
CPD-21372	&gamma;-hexachlorocyclohexane
CPD-21373	2,3,4,5,6-pentachlorocyclohexanol
CPD-21376	3-(3,4-dihydroxyphenyl)-3-hydroxypropanoate
CPD-21378	5-amino-1-(&beta;-D-ribosyl)imidazole
CPD-21406	a partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine (fragment 1)
CPD-21407	a partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine (fragment 2)
CPD-21409	a partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine I
CPD-21411	3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-5-hydroxy-7a-methyl-1-oxo-octahydro-1<i>H</i>-indene-4-carboxyl-CoA
CPD-21412	(5<i>R</i>,7a<i>S</i>)-5-hydroxy-7a-methyl-1-oxo-3,5,6,7-tetrahydro-2<i>H</i>-indene-4-carboxyl-CoA
CPD-21413	(5<i>R</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-3,5,6,7-tetrahydro-2<i>H</i>-indene-4-carboxyl-CoA
CPD-21414	(3<i>R</i>)-2-(2-carboxyethyl)-3-methyl-6-oxocyclohex-1-ene-1-carboxyl-CoA
CPD-21415	9-carboxy-6-methyl-3,7-dioxononanoyl-CoA
CPD-21416	7-carboxy-4-methyl-5-oxoheptanoyl-CoA
CPD-21417	(2E)-7-carboxy-4-methyl-5-oxohept-2-enoyl-CoA
CPD-21427	5'-<i>O</i>-phosphonoadenylyl-(3'&rarr;5')-adenosine
CPD-21429	<i>N</i>-[(3<i>S</i>)-3-amino-3-carboxypropyl]-D-histidine
CPD-21431	2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate
CPD-21432	2-[(2-aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate
CPD-21433	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate
CPD-21462	mupirocin F1
CPD-21463	mupirocin C1
CPD-21465	deoxymupirocin C
CPD-21466	deoxymupirocin F
CPD-21481	cytidine 5'-{[hydroxy(2-hydroxyethyl)phosphonoyl]phosphate}
CPD-21485	dTDP-N-acetyl-&alpha;-D-glucosamine
CPD-21492	(<i>R</i>)-3-(indol-3-yl)lactate
CPD-21502	2-hydroxyparaconate
CPD-21503	itatartarate
CPD-21531	M-antigen (variant) monomer undecaprenyl diphosphate
CPD-21577	monoglucosyl-enterobactin
CPD-21578	salmochelin S4
CPD-21579	salmochelin SX
CPD-21581	triglucosyl-enterobactin
CPD-21582	salmochelin S2
CPD-21583	monoglucosyl-(2,3-dihydroxybenzoylserine)<sub>3</sub>
CPD-21585	Fe<sup>3+</sup>-[diglucosyl-(2,3-dihydroxybenzoylserine)<sub>2</sub>] complex
CPD-21588	triglucosyl-(2,3-dihydroxybenzoylserine)<sub>3</sub>
CPD-21591	Fe<sup>3+</sup>-[diglucosyl-enterobactin] complex
CPD-21607	Fe<sup>3+</sup>-[salmochelin S2] complex
CPD-21608	Fe<sup>3+</sup>-[salmochelin SX] complex
CPD-21609	Fe<sup>3+</sup>-[salmochelin S1] complex
CPD-21610	Fe<sup>3+</sup>-[monoglucosyl-enterobactin] complex
CPD-21611	Fe<sup>3+</sup>-[monoglucosyl-(2,3-dihydroxybenzoylserine)<sub>3</sub>] complex
CPD-21685	6-sulfo-&alpha;-D-quinovose
CPD-217	D-ornithine
CPD-21708	N<sup>6</sup>-(6-phospho-D-glucosyl)-L-lysine
CPD-21724	3&beta;-hydroxy-4&alpha;-methyl-5&alpha;-cholest-7-ene-4&beta;-carboxylate
CPD-21730	4&beta;-carboxy-4&alpha;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol
CPD-21736	4&beta;-carboxy-4&alpha;-methyl-5&alpha;-cholesta-8-en-3&beta;-ol
CPD-21754	4-nitrocatecholsulfate
CPD-21772	2-ethylhexanal
CPD-21781	&alpha;-<i>N</i>-dichloroacetyl-<i>p</i>-aminophenylserinol
CPD-21782	4-amino-4-deoxyprephenate
CPD-21783	3-(4-aminophenyl)pyruvate
CPD-21788	dichloroacetyl-[acp]
CPD-21795	(1<i>R</i>,2<i>R</i>)-2-amino-1-(4-aminophenyl)propane-1,3-diol
CPD-21800	luteothin
CPD-21801	demethylluteothin
CPD-21806	spectinabilin
CPD-21835	demethyldeoxyspectinabilin
CPD-21836	deoxyspectinabilin
CPD-21840	4-nitrobenzoyl-CoA
CPD-21851	streptovaricin C
CPD-21853	streptovaricin G
CPD-21865	rifamycin L
CPD-21874	5-amino-5-deoxyshikimate
CPD-21879	prostreptovaricin
CPD-21880	3-methylprostreptovaricin
CPD-21889	chaxamycin D
CPD-21890	chaxamycin A
CPD-21891	chaxamycin B
CPD-21892	chaxamycin C
CPD-21896	24-demethoxycarbonyl-24methylstreptovaricin G
CPD-21897	24-demethoxycarbonyl-24-methylstreptovaricin C
CPD-219	D-lysine
CPD-21907	3-demethylchaxamycin A
CPD-21908	prochaxamycin
CPD-21909	3-demethylchaxamycin B
CPD-21911	25-acetylchaxamycin C
CPD-21917	naphthomycin A
CPD-21922	naphthomycin E
CPD-21923	pronaphthomycin
CPD-21938	rifsaliniketal
CPD-21956	oligomycin A
CPD-21958	oligomycin C
CPD-21966	9&beta;-mitosane core
CPD-21967	carbamoylated 9&beta;-mitosane core
CPD-21977	protoansatrienin
CPD-220	D-arginine
CPD-22077	&gamma;-L-glutamyl-(<i>S</i>)-2-aminobutanoate
CPD-2209	N-acetyl-&alpha;-D-glucosaminyl-diphospho-trans,octacis-decaprenol
CPD-221	&beta;-D-glucosyl-(1&rarr;4)-D-mannose
CPD-22104	(3R,4R)-3,4-dihydroxy-3,4-dihydrobenzoyl-CoA
CPD-22105	(4<i>R</i>,5<i>R</i>)-4,5-dihydroxycyclohex-2-ene-1-carbonyl-CoA
CPD-22106	(5<i>R</i>)-5-hydroxycyclohexa-1,3-diene-1-carbonyl-CoA
CPD-22107	(5<i>S</i>)-5-hydroxycyclohex-1-ene-1-carbonyl-CoA
CPD-22119	3-<i>O</i>-methylprotoansatrienin
CPD-22143	7-deoxycylindrospermopsin
CPD-22144	desulfo-7-deoxycylindrospermopsin
CPD-22145	7-<i>epi</i>-cylindrospermopsin
CPD-22181	pederin precursor
CPD-2222	(R)-3-(4-hydroxyphenyl)lactate
CPD-225	<i>trans</i>-aconitate
CPD-227	&alpha;-D-lyxopyranose
CPD-233	L-&beta;-lysine
CPD-2343	3-keto-L-gulonate 6-phosphate
CPD-235	3-phosphonopyruvate
CPD-237	(indol-3-yl)acetamide
CPD-245	3-carboxy-<i>cis</i>,<i>cis</i>-muconate
CPD-247	3-carboxy-2-hydroxymuconate semialdehyde
CPD-2482	D-cycloserine
CPD-253	4,5-<i>seco</i>-dopa
CPD-255	(S)-acetoin
CPD-26	hexulose 6-phosphate
CPD-261	(4<i>S</i>)-perillyl alcohol
CPD-277	3-fumarylpyruvate
CPD-279	3-chloro-<i>cis</i>,<i>cis</i>-muconate
CPD-280	glutarate semialdehyde
CPD-2841	azide
CPD-285	(-)<I>threo</I>-iso(homo)<SUB>2</SUB>citrate
CPD-29	<i>p</i>-chloromercuribenzoate
CPD-290	3,5-cyclohexadiene-1,2-diol-1-carboxylate
CPD-291	2-oxopimelate
CPD-292	(2E)-hexadecenal
CPD-294	2-maleylacetate
CPD-2961	D-gluconate 6-phosphate
CPD-3	molybdate
CPD-30	4-acetamidobutanal
CPD-302	D-aspartate
CPD-306	D-lysopine
CPD-309	D-octopine
CPD-313	propane-1,3-diamine
CPD-316	reduced riboflavin
CPD-323	cholest-4-en-3-one
CPD-330	L-galactono-1,4-lactone
CPD-3321	L-pyrrolysine
CPD-335	(<i>R</i>)-3-hydroxybutanoate
CPD-336	(-)<I>threo</I>-iso(homo)<SUB>3</SUB>citrate
CPD-337	2-oxosuberate
CPD-339	2-dehydro-6-phospho-D-gluconate
CPD-341	indole-3-ethanol
CPD-342	5&alpha;-androstane-3,17-dione
CPD-343	3-deoxy-D-glycero-2,5-hexodiulosonate
CPD-344	dTDP-L-pneumose
CPD-346	(S,S)-2,3-butanediol
CPD-35	4-acetamidobutanoate
CPD-354	GDP-6-deoxy-&alpha;-D-talose
CPD-3563	Tween 80
CPD-3564	(S)-2-hydroxybutanoate
CPD-3565	methyl-&alpha;-D-galactopyranoside
CPD-3570	methyl &beta;-D-glucoside
CPD-3571	propane-1,2,3-tricarboxylate
CPD-358	(R)-lactaldehyde
CPD-3582	methyl &alpha;-D-glucoside
CPD-36	4-deoxy-&beta;-D-gluc-4-enuronosyl-(1,3)-<i>N</i>-acetyl-D-galactosamine
CPD-360	D-xylono-1,5-lactone
CPD-3617	decanoate
CPD-363	3-dehydro-D-erythronate
CPD-365	1-keto-D-<i>chiro</i>-inositol
CPD-366	(2<i>R</i>)-phospho-3-sulfolactate
CPD-367	(2<i>R</i>)-3-sulfolactate
CPD-3682	ethylenediamine
CPD-37	5-dehydro-4-deoxy-D-glucuronate
CPD-370	<i>N</i>-acetyl-D-glucosaminate
CPD-3706	adenosine 3'-monophosphate
CPD-3707	adenosine 2',3'-cyclic monophosphate
CPD-3708	guanosine 3'-monophosphate
CPD-3709	guanosine 2',3'-cyclic monophosphate
CPD-371	1-octanal
CPD-3711	cytidine-3'-monophosphate
CPD-3713	cytidine 2',3'-cyclic monophosphate
CPD-372	D-ribitol 5-phosphate
CPD-3724	uridine 3'-monophosphate
CPD-3725	uridine 2'3'-cyclic monophosphate
CPD-3734	thiophosphate
CPD-3745	isethionate
CPD-3766	menadione
CPD-377	2-keto-D-gluconate
CPD-380	3-sulfopyruvate
CPD-3801	melibionate
CPD-381	(<i>S</i>)-2-hydroxyglutarate
CPD-387	iodide
CPD-392	2-methyl-L-tryptophan
CPD-397	S-methyl-L-methionine
CPD-4	molybdopterin
CPD-400	guaiacol
CPD-403	3-hydroxy-4-methylanthranilate
CPD-407	&gamma;-L-glutamyl-D-alanine
CPD-4126	5-dehydroavenasterol
CPD-4127	isofucosterol
CPD-4184	4&alpha;-methyl-5&alpha;-cholesta-8-en-3-ol
CPD-4187	7-dehydrocholesterol
CPD-4205	<i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-monophosphate
CPD-4206	<i>trans</i>-zeatin riboside monophosphate
CPD-4209	<i>N<sup>6</sup></i>-dimethylallyladenine
CPD-421	N<SUP>2</SUP>-succinyl-L-arginine
CPD-4210	<i>trans</i>-zeatin
CPD-4211	prenyl diphosphate
CPD-4261	1,8-cineole
CPD-444	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate
CPD-448	&beta;-D-glucopyranose 1-phosphate
CPD-4501	miconazole
CPD-4521	trans-1, 4-bis(2-chlorobenzylaminomethyl)cyclohexane dihydrochloride
CPD-4522	triparanol
CPD-4544	tellurite
CPD-4578	3-dehydro-4-methylzymosterol
CPD-458	galactinol
CPD-4584	vanadate
CPD-465	presqualene diphosphate
CPD-468	L-2-aminoadipate
CPD-469	<i>N</i>-acetyl-L-glutamate 5-semialdehyde
CPD-470	L-2,4-diaminobutanoate
CPD-471	(R)-3-amino-2-methylpropanoate
CPD-472	dTDP-viosamine
CPD-479	4-(methylsulfanyl)-2-oxobutanoate
CPD-4821	kanamycin A
CPD-4822	kanamycin B
CPD-4823	kanamycin C
CPD-4824	kanamycin X
CPD-4841	dipicolinate
CPD-4886	(4<i>S</i>)-limonene
CPD-497	pseudouridine
CPD-499	(<i>R</i>)-5-phosphomevalonate
CPD-513	3-hydroxy-3-phenylpropanoyl-CoA
CPD-514	3-oxo-3-phenylpropanoyl-CoA
CPD-520	quercetin
CPD-529	streptomycin 6-phosphate
CPD-535	&beta;-D-fructose 2,6-bisphosphate
CPD-536	glycerol 2-phosphate
CPD-5401	p-chloromercuriphenylsulfonate
CPD-543	choline sulfate
CPD-548	<i>S</i>-formylglutathione
CPD-55	octadecanal
CPD-551	phosphonoacetaldehyde
CPD-5541	phenylmethanesulfonyl fluoride
CPD-560	5-(methylsulfanyl)-&alpha;-D-ribose
CPD-564	<i>S</i>-ribosyl-L-homocysteine
CPD-5721	thioguanine
CPD-578	urea-1-carboxylate
CPD-5802	Gro-P-ManNAc-GlcNAc-PP-undecaprenol
CPD-582	guanylyl molybdenum cofactor
CPD-5821	(<i>S</i>)-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline
CPD-583	<i>N</i>-formyl-L-aspartate
CPD-5881	(6R)-4a-hydroxy-tetrahydrobiopterin
CPD-592	4-guanidinobutanoate
CPD-5921	(<i>R</i>)-3-(phenyl)lactate
CPD-5923	5'-deoxy-5'-fluoroadenosine
CPD-597	<i>N</i>-carbamoylputrescine
CPD-600	<i>N</i>-formyl-L-glutamate
CPD-6001	L-ribose
CPD-601	S-Inosyl-L-homocysteine
CPD-602	5-amino-6-(5-phospho-D-ribosylamino)uracil
CPD-603	3-cyano-L-alanine
CPD-6041	methotrexate
CPD-605	lumichrome
CPD-606	CDP-glycerol
CPD-6082	3-aminopropanal
CPD-613	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate
CPD-618	(2<i>R</i>,3<i>S</i>)-2-methylisocitrate
CPD-621	2-hydroxy-3-oxoadipate
CPD-622	(2<i>S</i>,3<i>S</i>)-2-methylcitrate
CPD-623	resorcinol
CPD-6301	<i>N-P</i>-tosyl-L-phenylalanyl chloromethyl ketone
CPD-633	gentisate
CPD-642	precorrin-3A
CPD-643	precorrin-3B
CPD-645	5-dehydro-2-deoxy-D-gluconate 6-phosphate
CPD-650	(3<i>R</i>)-3-hydroxybutanoyl-CoA
CPD-651	precorrin-4
CPD-653	(<i>S</i>)-NADHX
CPD-654	2,5-dioxopentanoate
CPD-659	L-arogenate
CPD-66	2-hydroxy-3-oxosuccinate
CPD-660	(R)-malate
CPD-662	precorrin-5
CPD-663	UDP-4-dehydro-6-deoxy-&alpha;-D-glucose
CPD-665	1-propanal
CPD-667	<i>O</i>-acetyl-L-homoserine
CPD-67	2-phosphoglycolate
CPD-672	(<i>S</i>)-3-aminobutanoyl-CoA
CPD-674	cinnamate
CPD-6746	1D-<i>myo</i>-inositol 2-monophosphate
CPD-675	precorrin-6A
CPD-676	<i>trans</i>-caffeate
CPD-679	precorrin-6B
CPD-689	cob(II)yrinate <i>a,c</i>-diamide
CPD-69	cyanate
CPD-6901	cerulenin
CPD-691	adenosylcobyrate
CPD-6947	demethylphylloquinone
CPD-6972	4-(2'-carboxyphenyl)-4-oxobutyryl-CoA
CPD-6981	rosmarinate
CPD-6982	(R)-3-(3,4-dihydroxyphenyl)lactate
CPD-6995	L-threitol
CPD-700	ergosta-5,7,24(28)-trien-3&beta;-ol
CPD-7000	isobutanal
CPD-7002	dihydrogeranylgeranyl diphosphate
CPD-7003	tetrahydrogeranylgeranyl diphosphate
CPD-7004	dihydrogeranylgeranyl chlorophyll a
CPD-7005	geranylgeranyl chlorophyll <i>a</i>
CPD-7006	tetrahydrogeranylgeranyl chlorophyll <i>a</i>
CPD-7013	geranylgeranyl chlorophyll b
CPD-7014	chlorophyllide <i>b</i>
CPD-7016	7<sup>1</sup>-hydroxychlorophyll <i>a</i>
CPD-702	4-nitrobenzyl alcohol
CPD-703	4-nitrobenzaldehyde
CPD-704	4-nitrobenzoate
CPD-7046	sulfide(2-)
CPD-705	4-hydroxylaminobenzoate
CPD-706	24-methylenecholesterol
CPD-7082	potassium cyanide
CPD-7092	momilactone A
CPD-7093	oryzalexin A
CPD-71	(25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestanoyl-CoA
CPD-7158	3-demethylubiquinol-9
CPD-7162	<i>Co</i>&alpha;-[&alpha;-(5-hydroxybenzimidazolyl)]-cobamide
CPD-7163	<i>Co</i>&alpha;-[&alpha;-(5-hydroxybenzimidazolyl)]-<i>Co</i>&beta;-methylcobamide
CPD-7167	1-guanidino-1-deoxy-<i>scyllo</i>-inositol 4-phosphate
CPD-72	(25<i>R</i>)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA
CPD-7206	8'-apo-&beta;-carotenal
CPD-721	3-<i>O</i>-methylgallate
CPD-722	<I>d</I>-biotin <I>d</I>-sulfoxide
CPD-7221	(3Z)-dodec-3-enoyl-CoA
CPD-7235	lithocholate
CPD-7246	<i>N</i>-acetyl-&alpha;-D-galactosamine 1-phosphate
CPD-725	13(S)-HPOTE
CPD-7257	3&alpha;,7&alpha;,12&alpha;-trihydroxy-24-oxo-5-&beta;-cholestanoyl CoA
CPD-7266	oligosaccharide with &beta;-D-xylopyranosyl-(1->4)-&beta;-D-xylopyranosyl-(1->4)-&beta;-D-xylopyranose at the reducing end
CPD-7267	oligosaccharide with &beta;-D-xylopyranosyl-(1->4)-&alpha;-D-xylopyranose at the reducing end
CPD-73	2-furoyl-CoA
CPD-734	(-)-jasmonate
CPD-7367	3-amino-4-hydroxybenzaldehyde
CPD-7368	4-hydroxy-3-nitrobenzaldehyde
CPD-7388	<i>p</i>-mercuribenzoate
CPD-7400	ammelide
CPD-7408	<i>all-trans</i> phytofluene
CPD-7409	&beta;-cryptoxanthin
CPD-7419	&beta;-zeacarotene
CPD-7425	oxidized coenzyme F430
CPD-7496	prolycopene
CPD-7526	9,9'-di-<i>cis</i>-&zeta;-carotene
CPD-7535	9,15,9'-tri-<i>cis</i>-&zeta;-carotene
CPD-7564	Ni-sirohydrochlorin
CPD-7590	Ni-sirohydrochlorin <i>a</i>,<i>c</i>-diamide
CPD-7592	15,17<sup>3</sup>-<i>seco</i>-F430-17<sup>3</sup>-acid
CPD-76	3-(4-methylpent-3-en-1-yl)-pent-2-enedioyl-CoA
CPD-7602	7,8-didemethyl-8-hydroxy-5-deazariboflavin
CPD-7613	coenzyme &alpha;-F<sub>420</sub>-3
CPD-7616	3,4-dihydroxybenzaldehyde
CPD-7618	geranate
CPD-7620	1-heptanal
CPD-763	arsenite
CPD-7630	(-)-epicatechin
CPD-764	phosphonoacetate
CPD-7643	(5-formylfuran-3-yl)methyl phosphate
CPD-7644	[5-(aminomethyl)furan-3-yl]methyl phosphate
CPD-7646	(4-{4-[2-(&gamma;-L-glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine
CPD-7652	4-(&beta;-D-ribofuranosyl)aminobenzene-5'-phosphate
CPD-7670	dimethyl sulfide
CPD-7671	methanethiol
CPD-7672	3-(methylsulfanyl)propanoate
CPD-7673	3-sulfanylpropanoate
CPD-7682	1-piperideine 6-carboxylate
CPD-7695	<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine
CPD-7733	aurachin C
CPD-7734	2-<i>n</i>-nonyl-4-hydroxyquinoline-<i>N</i>-oxide
CPD-7737	(2-carboxy-2,5-dihydro-5-oxofuran-2-yl)-acetate
CPD-782	(3,4-dihydroxyphenyl)acetate
CPD-783	2-hydroxy-5-carboxymethylmuconate semialdehyde
CPD-7836	myristate
CPD-784	5-carboxymethyl-2-hydroxymuconate
CPD-7847	(3S,3'S)-astaxanthin
CPD-785	(3E,5R)-5-carboxy-2-oxohept-3-enedioate
CPD-7850	echinenone
CPD-7851	canthaxanthin
CPD-7852	adonixanthin
CPD-7857	(6<i>E</i>)-8-hydroxygeraniol
CPD-786	(4Z)-2-oxohept-4-enedioate
CPD-7867	1-dodecanol
CPD-7880	dodecanal
CPD-7970	carbonylcyanide m-chlorophenylhydrazone
CPD-7988	Triton X-100
CPD-8050	<i>scyllo</i>-inositol
CPD-8065	verbascose
CPD-8066	ajugose
CPD-8123	MoO<sub>2</sub>-molybdopterin cofactor
CPD-8130	hydroxyquinol
CPD-8179	2,4-dinitrophenol
CPD-821	L-proline betaine
CPD-822	N<sup>2</sup>-succinyl-L-glutamate 5-semialdehyde
CPD-824	5-guanidino-2-oxopentanoate
CPD-825	4-guanidinobutyraldehyde
CPD-827	5-dehydro-2-deoxy-D-gluconate
CPD-8486	syringate
CPD-8490	decanal
CPD-85	1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one
CPD-8610	4,4-dimethyl-5&alpha;-cholesta-8-en-3&beta;-ol
CPD-8614	4&alpha;-methyl-5&alpha;-cholesta-8-en-3-one
CPD-863	(+)-<i>exo</i>-5-hydroxycamphor
CPD-864	(+)-bornane-2,5-dione
CPD-8646	7-dehydrodesmosterol
CPD-8742	(3<i>E</i>)-2-oxohex-3-enedioate
CPD-8781	(2Z,4E)-2-hydroxy-5-methyl-6-oxohexa-2,4-dienoate
CPD-8782	2-hydroxy-6-oxohepta-2,4-dienoate
CPD-8785	(<i>4R</i>)-limonene
CPD-881	11-<i>cis</i>-retinal
CPD-8815	4-methylsalicylate
CPD-8816	&gamma;-resorcylate
CPD-8819	2,2'-dipyridyl
CPD-882	11-<i>cis</i>-retinol
CPD-8829	cibacron blue 3GA
CPD-884	6-aminohexanoate
CPD-8876	dodecyl sulfate
CPD-8886	Sr2+
CPD-8887	glyoxal
CPD-8891	(<i>R</i>)-propane-1,2-diol
CPD-8905	(+)-pinoresinol
CPD-8906	(-)-pinoresinol
CPD-8907	(+)-lariciresinol
CPD-8908	(-)-lariciresinol
CPD-8939	agarotetraose
CPD-8973	methyl parathion
CPD-8974	dimethylthiophosphate
CPD-8981	&beta;-alaninamide
CPD-8989	L-methionine-(<i>S</i>)-<i>S</i>-oxide
CPD-8990	L-methionine-(<i>R</i>)-<i>S</i>-oxide
CPD-8999	5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate
CPD-9000	4-(&gamma;-L-glutamylamino)butanoate
CPD-9009	2,4-dichlorophenoxyacetate
CPD-901	mercuriphenyl acetate
CPD-9011	streptothricin F
CPD-9012	<i>N</i><sup>&beta;</sup>-acetylstreptothricin F
CPD-9024	allopurinol
CPD-9026	5-formyl-3-hydroxy-2-methylpyridine-4-carboxylate
CPD-9037	methylcob(III)alamin
CPD-904	<i>N</i>-methyl-L-proline
CPD-9040	cobalt-precorrin-3
CPD-9041	cobalt-precorrin-4
CPD-9042	cobalt-precorrin-5A
CPD-9043	cobalt-precorrin-6A
CPD-9044	cobalt-precorrin-6B
CPD-9045	cobalt-precorrin-8
CPD-9047	cobalt-precorrin-5B
CPD-9048	cobalt-precorrin-7
CPD-9049	cobyrinate
CPD-9051	2-deoxy-2-amino glucitol-6-phosphate
CPD-9055	L-sorbosone 1,4-lactone
CPD-9064	3-devinyl-3-(1-hydroxyethyl)chlorophyllide <i>a</i>
CPD-9065	3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide <i>a</i>
CPD-9066	bacteriochlorophyllide <i>a</i>
CPD-9067	bacteriochlorophyll <i>a</i>
CPD-9087	geranylgeraniol
CPD-9088	geranylgeranyl bacteriochlorophyllide <i>a</i>
CPD-9089	phyta-2,10,14-trienyl bacteriochlorophyllide <i>a</i>
CPD-9090	phyta-2,14-dienyl bacteriochlorophyllide <i>a</i>
CPD-9091	bacteriochlorophyll <i>b</i>
CPD-9096	bacteriopheophytin <i>a</i>
CPD-9097	3-deacetyl-3-vinylbacteriochlorophyllide <i>a</i>
CPD-9098	geranylgeranyl bacteriopheophytin
CPD-9099	dihydrogeranylgeranyl bacteriopheophytin
CPD-9100	tetrahydrogeranylgeranyl bacteriopheophytin
CPD-9124	O-carbamoyl-deacetylcephalosporin C
CPD-9125	7-&alpha;-hydroxy-O-carbamoyl-deacetylcephalosporin C
CPD-9134	4-methyl-5-nitrocatechol
CPD-9135	2-hydroxy-5-methylquinone
CPD-9151	3-chlorocatechol
CPD-9152	4-chlorocatechol
CPD-9169	2-hydroxylaminobenzoate
CPD-9175	<i>N</i>-acetyl-L-cysteine
CPD-9189	2-<i>O</i>-(&alpha;-D-glucopyranosyl)-3-phospho-D-glycerate
CPD-9190	2-<i>O</i>-(&alpha;-D-glucopyranosyl)-D-glycerate
CPD-9196	penicillin V
CPD-9208	3-exomethylenecephalosporin-C
CPD-9220	methicillin
CPD-9227	cephalexin
CPD-9231	imipenem
CPD-9245	palmitoleate
CPD-9247	<i>cis</i>-vaccenate
CPD-927	2,2',3-trihydroxybiphenyl
CPD-928	(2Z,2E)-2-hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate
CPD-9280	ethiin
CPD-9288	hexane
CPD-9300	<i>S</i>-ethyl-L-cysteine
CPD-9327	vanillylamine
CPD-9372	&gamma;-glutamyl-isopropylamide
CPD-9375	L-2-aminopropionaldehyde
CPD-9382	serinol
CPD-9406	(2<i>S</i>)-ethylmalonyl-CoA
CPD-9408	2-methylfumaryl-CoA
CPD-9409	(2<i>R</i>,3<i>S</i>)-&beta;-methylmalyl-CoA
CPD-9415	nocardicin C
CPD-9416	isonocardicin C
CPD-9417	nocardicin F
CPD-9418	nocardicin G
CPD-9429	adenosine 5'-propyl phosphate
CPD-9444	(2<i>Z</i>,6<i>E</i>)-farnesyl diphosphate
CPD-9446	1,5-anhydro-D-mannitol
