1-AMINO-PROPAN-2-OL	C[C@@H](O)C[N+]
DTDP-D-GLUCOSE	CC1(/C(=O)NC(=O)N(C=1)[C@@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))O3))
DTDP-DEOH-DEOXY-GLUCOSE	CC1(/C(=O)NC(=O)N(C=1)[C@@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]2(O[C@H](C)C(=O)[C@H](O)[C@@H](O)2))O3))
DTDP-DEOH-DEOXY-MANNOSE	CC1(/C(=O)NC(=O)N(C=1)[C@@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]2(O[C@@H](C)C(=O)[C@@H](O)[C@@H](O)2))O3))
DTDP-RHAMNOSE	CC1(/C(=O)NC(=O)N(C=1)[C@@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]2(O[C@@H](C)[C@H](O)[C@@H](O)[C@@H](O)2))O3))
DUMP	C(OP(=O)([O-])[O-])[C@@H]1(O[C@H](C[C@H](O)1)N2(C=CC(=O)NC(=O)2))
DUTP	C([C@H]2([C@H](C[C@H](N1(C(NC(C=C1)=O)=O))O2)O))OP(OP(OP(=O)([O-])[O-])([O-])=O)([O-])=O
ECTOINE	CC1(NCC[C@@H](C([O-])=O)[N+]=1)
EDTA	C(C[N+](CC([O-])=O)CC([O-])=O)[N+](CC([O-])=O)CC([O-])=O
EGTA	C(N(CC(=O)[O-])CC(=O)[O-])COCCOCCN(CC(=O)[O-])CC(=O)[O-]
ENTEROBACTIN	C2([C@H](NC(=O)C1(/C(/O)=C(C=CC=1)/O))C(OC[C@@H](C(OC[C@@H](C(=O)O2)NC(=O)C3(/C(/O)=C(C=CC=3)/O))=O)NC(=O)C4(\C=CC=C(O)C(/O)=4))=O)
EPOXYSQUALENE	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC=C(C)CCC=C(C)CC[C@@H]1(C(C)(C)O1)
ERYTHRITOL	C([C@@H]([C@@H](CO)O)O)O
ERYTHRONATE-4P	C(OP(=O)([O-])[O-])[C@H]([C@H](C([O-])=O)O)O
ERYTHROSE-4P	[CH]([C@@H]([C@@H](COP([O-])([O-])=O)O)O)=O
ERYTHRULOSE	C(O)[C@H](O)C(=O)CO
ETHANOL-AMINE	C(CO)[N+]
ETHYL-2-METHYLACETOACETATE	CCOC(=O)[C@H](C)C(C)=O
ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE	CCOC(=O)[C@H](C)[C@H](C)O
ETHYLACETATE	CCOC(=O)C
ETHYLENE-CMPD	C=C
ETOH	CCO
Elemental-Sulfur	S1212
F-	[F-]
FAD	CC6(/C=C5(N=C1(C(=O)[N-]C(=O)N=C1N(C[C@@H]([C@H](O)[C@H](O)COP(OP([O-])(OC[C@H]4([C@@H](O)[C@@H](O)[C@H](N2(C=NC3(C(N)=NC=NC2=3)))O4))=O)([O-])=O)O)C/5=C/C(\C)=6)))
FADH2	CC2(/C=C1(NC6(\C(=O)NC(=O)NC(/N(C/1=C/C(\C)=2)C[C@H](O)[C@H](O)[C@H](O)COP(OP([O-])(OC[C@H]5([C@@H](O)[C@@H](O)[C@H](N3(C=NC4(C(N)=NC=NC3=4)))O5))=O)([O-])=O)=6)))
FARNESYL-PP	CC(C)=CCCC(/C)=C/CCC(/C)=C/COP(OP([O-])(=O)[O-])(=O)[O-]
FE+2	[Fe++]
FE+3	[Fe+++]
FERRIC-ENTEROBACTIN-COMPLEX	C7(OC([C@@H]6(NC(C8(/C9(/O[Fe---]135(OC2(/C(/O1)=C(C=CC=2)/C(N[C@H](C(=O)OC[C@H](NC(=O)C4(/C(/O3)=C(C=CC=4)/O5))C(=O)OC6)7)=O))OC(\C=CC=8)=9)))=O))=O)
FERULIC-ACID	COC1(/C(\O)=C/C=C(C=CC([O-])=O)C=1)
FERULOYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C=CC1(C=C(OC)C(\O)=C/C=1))COP(=O)(OP(=O)(OC[C@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(N=CN=C(C(N=C3)=4)N))))[O-])[O-]
FMN	CC1(/C(\C)=C/C2(/N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-])C3(C(=NC(\C=1)=2)C(=O)[N-]C(=O)N=3)))
FMNH2	CC1(/C(\C)=C/C2(/N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-])C3(\NC(=O)NC(=O)C(/NC(\C=1)=2)=3)))
FORMALDEHYDE	[CH2]=O
FORMATE	[CH]([O-])=O
FRU1P	C(O)[C@H]1([C@@H](O)[C@H](O)[C@](COP([O-])([O-])=O)(O)O1)
FRUCTOSE-16-DIPHOSPHATE	C([C@H]1([C@H]([C@@H]([C@](O1)(COP(=O)([O-])[O-])O)O)O))OP([O-])(=O)[O-]
FRUCTOSE-6P	C(OP(=O)([O-])[O-])[C@@H]1(O[C@@](CO)(O)[C@@H](O)[C@H](O)1)
FRUCTOSELYSINE	C(C(=O)[C@@H](O)[C@H](O)[C@@H](CO)O)[N+]CCCC[C@H]([N+])C(=O)[O-]
FRUCTOSELYSINE-6-PHOSPHATE	C(C(=O)[C@@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O)[N+]CCCC[C@H]([N+])C(=O)[O-]
FUCULOSE-1P	C[C@@H]([C@H]([C@H](C(COP([O-])(=O)[O-])=O)O)O)O
FUM	C(\C([O-])=O)=C/C(=O)[O-]
G3P	C(OP(=O)([O-])[O-])[C@@H](O)C(=O)[O-]
GALACTITOL	C([C@@H]([C@H]([C@H]([C@H](O)CO)O)O)O)O
GALACTOSE	C(O)[C@@H]1(O[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)1)
GALACTOSE-1P	C(O)[C@@H]1(O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@@H](O)1)
GAMA-TOCOPHEROL	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)(CCC2(/C(\O1)=C(C)/C(/C)=C(C=2)/O))
GAMMA-BUTYROBETAINE	C[N+](CCCC([O-])=O)(C)C
GAMMA-BUTYROBETAINYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC[N+](C)(C)C)COP(=O)(OP(=O)(OC[C@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(N=CN=C(C(N=C2)=3)N))))[O-])[O-]
GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH	[CH](=O)CCCNC(=O)CC[C@H]([N+])C(=O)[O-]
GAMMA-GLUTAMYL-PUTRESCINE	C([N+])CCCNC(=O)CC[C@H]([N+])C(=O)[O-]
GAMMA-PENTACHLOROCYCLOHEXANE	C1(\[C@H]([C@H](Cl)[C@H](Cl)[C@H](C(\Cl)=1)Cl)Cl)
GAP	[CH](=O)[C@H](O)COP(=O)([O-])[O-]
GDP	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C=NC3(C(=O)NC(N)=NC2=3)))
GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE	C[C@@H]4(O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C=NC3(C(=O)NC(N)=NC2=3))))[C@@H](O)[C@@H](O)C(=O)4)
GDP-D-GLUCOSE	C(O)[C@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP([O-])(=O)OP([O-])(=O)OC[C@@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(C=NC4(C(=O)NC(N)=NC3=4))))
GDP-L-GALACTOSE	C([C@H]3([C@H]([C@H]([C@H](N1(C2(N=C(NC(C(N=C1)=2)=O)N)))O3)O)O))OP(OP(O[C@H]4([C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O))([O-])=O)([O-])=O
GDP-MANNOSE	C(OP([O-])(=O)OP([O-])(=O)O[C@@H]1(O[C@@H]([C@@H](O)[C@H](O)[C@H](O)1)CO))[C@H]2([C@@H](O)[C@@H](O)[C@@H](O2)N3(C=NC4(C(=O)NC(N)=NC3=4)))
GDP-TP	C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])[C@@H]1(O[C@H]([C@H](O)[C@H](OP([O-])(=O)OP(O)([O-])=O)1)N2(C=NC3(C(=O)NC(N)=NC2=3)))
GERANIAL	CC(C)=CCCC(/C)=C/[CH]=O
GERANYL-PP	CC(C)=CCCC(/C)=C/COP([O-])(OP(=O)([O-])[O-])=O
GERANYLGERANYL-PP	CC(C)=CCCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
GLC	C(O)[C@@H]1(O[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1)
GLC-1-P	C(O)[C@@H]1(O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H](O)1)
GLC-6-P	C([C@@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)O))OP([O-])([O-])=O
GLC-D-LACTONE	C(O)[C@@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)=O)
GLN	C(=O)(N)CC[C@H]([N+])C([O-])=O
GLOBOMYCIN	CCCCCCC1(OC(=O)CNC(=O)C(NC(=O)CC(CO)NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)C(C)1)C(C)CC)C(C)O)
GLT	C(CC[C@@H](C(=O)[O-])[N+])([O-])=O
GLUCONATE	C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
GLUCOSAMINATE	C([O-])(=O)[C@H]([N+])[C@@H](O)[C@H](O)[C@H](O)CO
GLUCOSAMINE-1P	C(O)[C@@H]1(O[C@H](OP(=O)([O-])[O-])[C@H]([N+])[C@@H](O)[C@H](O)1)
GLUTAMATE-1-SEMIALDEHYDE	[CH]([C@H](CCC([O-])=O)[N+])=O
GLUTARATE	C(CC([O-])=O)CC(=O)[O-]
GLUTARYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CCCC(=O)[O-])=O)COP(=O)(OP(=O)(OC[C@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(N=CN=C(C(N=C2)=3)N))))[O-])[O-]
GLUTATHIONE	C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([N+])C([O-])=O
GLY	C([N+])C([O-])=O
GLYCERALD	[CH](=O)[C@H](O)CO
GLYCERATE	C(=O)([O-])[C@H](O)CO
GLYCEROL	C(C(O)CO)O
GLYCEROL-3P	C(OP([O-])(=O)[O-])[C@H](O)CO
GLYCEROPHOSPHOGLYCEROL	C(C(COP(OCC(CO)O)([O-])=O)O)O
GLYCOL	C(CO)O
GLYCOLALDEHYDE	C(O)[CH]=O
GLYCOLLATE	C(C(=O)[O-])O
GLYOX	[CH](C(=O)[O-])=O
GMP	C(OP(=O)([O-])[O-])[C@@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C=NC3(C(=O)NC(N)=NC2=3)))
GTP	C(OP([O-])(=O)OP(=O)([O-])OP([O-])(=O)[O-])[C@@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C=NC3(C(=O)NC(N)=NC2=3)))
GUANIDOACETIC_ACID	C(NC(N)=[N+])C([O-])=O
GUANINE	C1(=NC2(/C(=O)NC(=NC(/N1)=2)N))
GUANOSINE	C(O)[C@@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C=NC3(C(=O)NC(N)=NC2=3)))
GUANOSINE-5DP-3DP	C(OP(=O)([O-])OP(=O)(O)[O-])[C@@H]1(O[C@H]([C@H](O)[C@H](OP([O-])(=O)OP([O-])([O-])=O)1)N2(C=NC3(C(=O)NC(N)=NC2=3)))
HCN	C#N
HCO3	C([O-])(=O)O
HEPTADECANE-CPD	CCCCCCCCCCCCCCCCC
HEPTOSYL-KDO2-LIPID-IVA	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@@H]1([C@@H](OP([O-])([O-])=O)O[C@@H]([C@@H](O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)1)CO[C@H]5(O[C@H](CO[C@@]4(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@@H]2(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)2))[C@H](O[C@@]3(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C3)C(=O)[O-])C4))[C@H]([C@@H]([C@H]5NC(=O)C[C@H](O)CCCCCCCCCCC)OC(=O)C[C@H](O)CCCCCCCCCCC)OP([O-])([O-])=O))
HEXANAL	CCCCC[CH]=O
HEXANOATE	CCCCCC([O-])=O
HEXANOL-CMPD	CCCCCCO
HEXANOYL-COA	CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(N=CN=C(C(N=C2)=3)N))))[O-])[O-]
HG+2	[Hg++]
HIS	C1(/NC=NC(\C[C@@H](C(=O)[O-])[N+])=1)
HISTAMINE	C1(/N=CNC(\CC[N+])=1)
HISTIDINOL	C1(/NC=NC(\C[C@@H](CO)[N+])=1)
HMP	CC1(N=C(C(\CO)=C/N=1)N)
HOMO-CIT	C(C([O-])=O)C[C@](O)(C([O-])=O)CC([O-])=O
HOMO-CYS	C([C@H](CCS)[N+])(=O)[O-]
HOMO-I-CIT	C(CC(=O)[O-])[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-]
HOMO-SER	C(CO)[C@H]([N+])C([O-])=O
HOMOARGININE	C([C@H](CCCCNC(=[N+])N)[N+])(=O)[O-]
HOMOCYSTINE	C(C[C@@H](C([O-])=O)[N+])SSCC[C@@H](C([O-])=O)[N+]
HOMOGENTISATE	C1(/C(\O)=C/C(/CC([O-])=O)=C(C=1)/O)
HOMOMETHIONINE	CSCCC[C@@H](C([O-])=O)[N+]
HOP-2229-ENE	C=C(C)[C@@H]5(CC[C@@]4(C)([C@@H](CC[C@]2(C)([C@H](CC[C@H]1([C@@]3(C)(CCCC(C)(C)[C@H](CC[C@](C)12)3)))4))5))
HOPAN-22-OL	CC5(C)(CCC[C@@]4(C)([C@@H](CC[C@]2(C)([C@H](CC[C@H]1([C@@]3(C)(CC[C@H](C(C)(C)O)[C@H](CC[C@](C)12)3)))4))5))
HS	[SH2]
HSCN	C(#N)[S-]
HX	[XH]
HYDRAZINE	NN
HYDROGEN-PEROXIDE	OO
HYDROQUINONE	C1(/C(\O)=C/C=C(O)C=1)
HYDROXY-METHYL-BUTENYL-DIP	CC(\CO)=C/COP(OP([O-])(=O)[O-])(=O)[O-]
HYDROXY-UREA	C(=O)(N)NO
HYDROXYAMINOBENZENE	C1(/C=CC(\NO)=C/C=1)
HYDROXYATRAZINE	CCNC1(=NC(NC(C)C)=NC(O)=N1)
HYDROXYBENZOQUINONE	C1(/C(=O)C=C([O-])C(=O)C=1)
HYDROXYLAMINE	NO
HYDROXYMALONATE	C([O-])(=O)C(O)C([O-])=O
HYDROXYMETHYLBILANE	C(O)C4(/NC(\CC3(/NC(\CC2(/NC(\CC1(/NC=C(CCC(=O)[O-])C(\CC([O-])=O)=1))=C(CCC(=O)[O-])/C(\CC([O-])=O)=2))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=3))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=4)
HYDROXYMUCONATE-SALD	[CH](=O)C=CC=C(O)C(=O)[O-]
HYDROXYNAPHTHOQUINONE	C1(/C=C(C2(/C(=O)C=CC(C(\C=1)=2)=O))O)
HYDROXYPROPANAL	C([CH]=O)CO
HYDRPHENYLAC-CPD	[CH](=O)CC1(/C=CC(\O)=C/C=1)
HYGROMYCIN-B	C[N+][C@@H]4(C[C@@H]([N+])[C@H](O)[C@@H](O[C@H]2(O[C@H](CO)[C@H](O)[C@H]3(OC1(OC([C@H]([N+])CO)[C@@H](O)[C@@H](O)[C@H](O)1)(O[C@H]23))))[C@H](O)4)
HYPOTAURINE	C([N+])CS([O-])=O
HYPOXANTHINE	C1(NC2(C(=O)NC=NC(N=1)=2))
IDP	C(OP(=O)([O-])OP([O-])(=O)[O-])[C@@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C=NC3(C(=O)NC=NC2=3)))
ILE	CC[C@H](C)[C@H]([N+])C(=O)[O-]
IMIDAZOLE-ACETOL-P	C1(/NC=NC(\CC(COP([O-])(=O)[O-])=O)=1)
IMINOASPARTATE	C(=O)([O-])CC(=N)C(=O)[O-]
IMP	C(OP(=O)([O-])[O-])[C@@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C=NC3(C(=O)NC=NC2=3)))
INDOLE	C1(/C=CC2(NC=CC(C=1)=2))
INDOLE-3-ACETYL-ALA	C[C@H](NC(CC1(/C2(\C=CC=CC(/NC=1)=2)))=O)C(=O)[O-]
INDOLE-3-GLYCEROL-P	C1(\NC2(\C=CC=CC(/C(\[C@@H]([C@@H](COP([O-])(=O)[O-])O)O)=1)=2))
INDOLE_ACETALDEHYDE	[CH](=O)CC1(/C2(/C(\NC=1)=C/C=CC=2))
INDOLE_ACETATE_AUXIN	C([O-])(=O)CC1(/C2(\C=CC=CC(/NC=1)=2))
INDOLE_PYRUVATE	C([O-])(=O)C(=O)CC1(/C2(\C=CC=CC(/NC=1)=2))
INDOXYL	C1(/C=CC2(/NC=C(O)C(\C=1)=2))
INOSINE	C(O)[C@@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C=NC3(C(=O)NC=NC2=3)))
INOSITOL-1456-TETRAKISPHOSPHATE	[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)1)
IODOACETAMIDE	C(I)C(N)=O
IODOACETATE	C(I)C(=O)[O-]
IPRONIAZID	CC(C)NNC(=O)C1(/C=CN=CC=1)
ISO-PROPANOL	CC(O)C
ISOBUTANOL	CC(C)CO
ISOBUTYRATE	CC(C)C([O-])=O
ISOBUTYRYL-COA	CC(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(N=CN=C(C(N=C2)=3)N))))[O-])[O-])C
ISOCHORISMATE	C=C(C(=O)[O-])O[C@@H]1(C=CC=C([C@@H]1O)C([O-])=O)
ISONIAZIDE	C1(/N=CC=C(C=1)C(=O)NN)
ISONOCARDICIN-A	C3([C@H](NC(=O)C(C1(/C=CC(\OCC[C@H]([N+])C(=O)[O-])=C/C=1))=NO)C(=O)N([C@H](C2(/C=CC(\O)=C/C=2))C(=O)[O-])3)
ISOPENICILLIN-N	CC1(C)(S[C@H]2([C@@H](C(=O)N([C@@H](C(=O)[O-])1)2)NC(=O)CCC[C@H]([N+])C(=O)[O-]))
ISOPHENOXAZINE	C2(/C=CC3(/OC1(/C(C=C(C(=O)C=1)N)=NC(\C=2)=3)))
ISOPROPYLAMINE	CC([N+])C
ISOVALERATE	CC(C)CC(=O)[O-]
ISOVALERYL-COA	CC(CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(N=CN=C(C(N=C2)=3)N))))[O-])[O-])C
ITACONATE	C=C(C(=O)[O-])CC([O-])=O
ITP	C(OP(=O)([O-])OP([O-])(=O)OP([O-])([O-])=O)[C@@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(C=NC3(C(=O)NC=NC2=3)))
K+	[K+]
K-HEXANOYL-COA	CCCC(CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(N=CN=C(C(N=C2)=3)N))))[O-])[O-])=O)=O
KDO	C(O)[C@@H](O)[C@@H]1(O[C@@](O)(C([O-])=O)C[C@H]([C@H]1O)O)
KDO-LIPID-IVA	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@@H]1([C@@H](OP([O-])([O-])=O)O[C@@H]([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)1)CO[C@H]3(O[C@H](CO[C@@]2(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O)[C@H](O)C2))[C@H]([C@@H]([C@H]3NC(C[C@H](O)CCCCCCCCCCC)=O)OC(=O)C[C@H](O)CCCCCCCCCCC)OP([O-])(=O)[O-]))
KDO2-LAUROYL-LIPID-IVA	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@@H]1([C@@H](OP([O-])([O-])=O)O[C@@H]([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)1)CO[C@H]4(O[C@H](CO[C@@]3(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O)[C@H](O[C@@]2(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C2)C(=O)[O-])C3))[C@H]([C@@H]([C@H]4NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)OC(=O)C[C@H](O)CCCCCCCCCCC)OP([O-])([O-])=O))
KDO2-LIPID-A	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]3([C@H]([C@@H](O[C@H](CO[C@@]2(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O)[C@H](O[C@@]1(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C1)C(=O)[O-])C2))[C@H]3OP([O-])(=O)[O-])OC[C@H]4([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O4))NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
KDO2-LIPID-IVA	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@@H]1([C@@H](OP([O-])([O-])=O)O[C@@H]([C@@H](O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)1)CO[C@H]4(O[C@H](CO[C@@]3(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O)[C@H](O[C@@]2(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C2)C(=O)[O-])C3))[C@H]([C@@H]([C@H]4NC(=O)C[C@H](O)CCCCCCCCCCC)OC(=O)C[C@H](O)CCCCCCCCCCC)OP([O-])([O-])=O))
KDO2-LIPID-IVA-COLD	CCCCCCC=CCCCCCCCC(O[C@@H](CC(=O)N[C@@H]3([C@@H](O[C@H](CO[C@@]2(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O)[C@H](O[C@@]1(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C1)C(=O)[O-])C2))[C@H]([C@@H]3OC(=O)C[C@H](OC(=O)CCCCCCCCCCCCC)CCCCCCCCCCC)OP([O-])([O-])=O)OC[C@H]4([C@@H](O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O4)))CCCCCCCCCCC)=O
KDO2-PALMITOLEOYL-LIPID-IVA	CCCCCCC=CCCCCCCCC(O[C@@H](CC(=O)N[C@@H]3([C@@H](O[C@H](CO[C@@]2(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O)[C@H](O[C@@]1(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C1)C(=O)[O-])C2))[C@H]([C@@H]3OC(=O)C[C@H](O)CCCCCCCCCCC)OP([O-])([O-])=O)OC[C@H]4([C@@H](O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O4)))CCCCCCCCCCC)=O
KOJIC-ACID	C(C1(/OC=C(C(C=1)=O)[O-]))O
KYNURENATE	C2(/C=C1(C(\N=C(C(=O)[O-])C=C([O-])1)=C/C=2))
L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	C(OP([O-])(OC[C@@H](CO)O)=O)C[N+]
L-23-DIAMINOPROPANOATE	C(=O)([O-])[C@@H]([N+])C[N+]
L-ALA-GAMMA-D-GLU-DAP	C[C@H]([N+])C(=O)N[C@H](CCC(=O)N[C@H](C([O-])=O)CCC[C@@H]([N+])C(=O)[O-])C(=O)[O-]
L-ALPHA-ALANINE	C[C@H]([N+])C([O-])=O
L-ARA4N-MODIFIED-KDO2-LIPID-A	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]4([C@H]([C@H](OC[C@@H]1(O[C@H](OP([O-])([O-])=O)[C@H](NC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@H](O)1))O[C@H](CO[C@]3(C([O-])=O)(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O[C@@]2(C([O-])=O)(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C2))C3))[C@H]4OP([O-])(O[C@H]5([C@@H]([C@H]([C@H](CO5)[N+])O)O))=O)NC(C[C@H](OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O)
L-ARABITOL	C([C@@H]([C@@H]([C@H](CO)O)O)O)O
L-ARGININE-P	C(CC[C@H]([N+])C(=O)[O-])NC(=[N+])NP(=O)([O-])[O-]
L-ARGININO-SUCCINATE	C(NC(=[N+])NC(CC(=O)[O-])C(=O)[O-])CC[C@@H](C(=O)[O-])[N+]
L-ASPARTATE	C(C(=O)[O-])[C@H]([N+])C(=O)[O-]
L-ASPARTATE-SEMIALDEHYDE	[CH](=O)C[C@H]([N+])C(=O)[O-]
L-BETA-ASPARTYL-P	C([C@H]([N+])C(=O)[O-])C(=O)OP([O-])(=O)[O-]
L-CARNITINYL-COA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](C[N+](C)(C)C)O)COP(=O)(OP(=O)(OC[C@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(N=CN=C(C(N=C2)=3)N))))[O-])[O-]
L-CITRULLINE	C(NC(N)=O)CC[C@H]([N+])C(=O)[O-]
L-CYSTATHIONINE	C(SC[C@@H](C([O-])=O)[N+])C[C@H]([N+])C([O-])=O
L-CYSTEATE	C([C@H]([N+])C(=O)[O-])S(=O)(=O)[O-]
L-DELTA1-PYRROLINE_5-CARBOXYLATE	C1(=N[C@@H](CC1)C(=O)[O-])
L-DI-GMP	C([C@@H]3(O[C@@H](N1(C=NC2(C(=O)NC(N)=NC1=2)))[C@H](O)[C@H](O)3))OP(O[C@@H]6([C@@H](O)[C@H](N4(C=NC5(C(=O)NC(N)=NC4=5)))O[C@H](COP(=O)([O-])[O-])6))(=O)[O-]
L-DIHYDROXY-PHENYLALANINE	C([C@H](CC1(/C=CC(/O)=C(C=1)/O))[N+])(=O)[O-]
L-FUCULOSE	C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO
L-GAMMA-GLUTAMYLCYSTEINE	C(S)[C@@H](C([O-])=O)NC(=O)CC[C@H]([N+])C([O-])=O
L-GLUTAMATE_GAMMA-SEMIALDEHYDE	C(C[C@H]([N+])C([O-])=O)[CH]=O
