1-2-Diglycerides	a 1,2-diglyceride
GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity
GO:0008686	3,4-dihydroxy-2-butanone-4-phosphate synthase activity
GO:0008688	3-(3-hydroxyphenyl)propionate hydroxylase activity
GO:0008689	3-demethylubiquinone-9 3-O-methyltransferase activity
GO:0008690	3-deoxy-manno-octulosonate cytidylyltransferase activity
GO:0008691	3-hydroxybutyryl-CoA dehydrogenase activity
GO:0008692	3-hydroxybutyryl-CoA epimerase activity
GO:0008693	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity
GO:0008694	3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity
GO:0008695	3-phenylpropionate dioxygenase activity
GO:0008696	4-amino-4-deoxychorismate lyase activity
GO:0008697	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity
GO:0008700	4-hydroxy-2-oxoglutarate aldolase activity
GO:0008701	4-hydroxy-2-oxovalerate aldolase activity
GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity
GO:0008705	methionine synthase activity
GO:0008706	6-phospho-beta-glucosidase activity
GO:0008707	4-phytase activity
GO:0008709	cholate 7-alpha-dehydrogenase activity
GO:0008710	8-amino-7-oxononanoate synthase activity
GO:0008712	ADP-glyceromanno-heptose 6-epimerase activity
GO:0008713	ADP-heptose-lipopolysaccharide heptosyltransferase activity
GO:0008714	AMP nucleosidase activity
GO:0008715	CDP-diacylglycerol diphosphatase activity
GO:0008716	D-alanine-D-alanine ligase activity
GO:0008718	D-amino-acid dehydrogenase activity
GO:0008719	dihydroneopterin triphosphate 2'-epimerase activity
GO:0008720	D-lactate dehydrogenase activity
GO:0008721	D-serine ammonia-lyase activity
GO:0008725	DNA-3-methyladenine glycosylase activity
GO:0008726	alkanesulfonate monooxygenase activity
GO:0008727	GDP-mannose mannosyl hydrolase activity
GO:0008728	GTP diphosphokinase activity
GO:0008730	L(+)-tartrate dehydratase activity
GO:0008732	L-allo-threonine aldolase activity
GO:0008733	L-arabinose isomerase activity
GO:0008734	L-aspartate oxidase activity
GO:0008735	carnitine dehydratase activity
GO:0008736	L-fucose isomerase activity
GO:0008737	L-fuculokinase activity
GO:0008738	L-fuculose-phosphate aldolase activity
GO:0008740	L-rhamnose isomerase activity
GO:0008741	ribulokinase activity
GO:0008742	L-ribulose-phosphate 4-epimerase activity
GO:0008743	L-threonine 3-dehydrogenase activity
GO:0008744	L-xylulokinase activity
GO:0008745	N-acetylmuramoyl-L-alanine amidase activity
GO:0008746	NAD(P)+ transhydrogenase activity
GO:0008747	N-acetylneuraminate lyase activity
GO:0008748	N-ethylmaleimide reductase activity
GO:0008750	NAD(P)+ transhydrogenase (AB-specific) activity
GO:0008752	FMN reductase activity
GO:0008753	NADPH dehydrogenase (quinone) activity
GO:0008756	o-succinylbenzoate-CoA ligase activity
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
GO:0008758	UDP-2,3-diacylglucosamine hydrolase activity
GO:0008759	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity
GO:0008760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
GO:0008761	UDP-N-acetylglucosamine 2-epimerase activity
GO:0008762	UDP-N-acetylmuramate dehydrogenase activity
GO:0008763	UDP-N-acetylmuramate-L-alanine ligase activity
GO:0008764	UDP-N-acetylmuramoylalanine-D-glutamate ligase activity
GO:0008765	UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity
GO:0008766	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity
GO:0008767	UDP-galactopyranose mutase activity
GO:0008768	UDP-sugar diphosphatase activity
GO:0008770	[acyl-carrier-protein] phosphodiesterase activity
GO:0008772	[isocitrate dehydrogenase (NADP+)] kinase activity
GO:0008773	[protein-PII] uridylyltransferase activity
GO:0008774	acetaldehyde dehydrogenase (acetylating) activity
GO:0008775	acetate CoA-transferase activity
GO:0008776	acetate kinase activity
GO:0008777	acetylornithine deacetylase activity
GO:0008779	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase activity
GO:0008780	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity
GO:0008782	adenosylhomocysteine nucleosidase activity
GO:0008783	agmatinase activity
GO:0008784	alanine racemase activity
GO:0008785	alkyl hydroperoxide reductase activity
GO:0008786	allose 6-phosphate isomerase activity
GO:0008787	allose kinase activity
GO:0008788	alpha,alpha-phosphotrehalase activity
GO:0008789	altronate dehydratase activity
GO:0008790	arabinose isomerase activity
GO:0008791	arginine N-succinyltransferase activity
GO:0008792	arginine decarboxylase activity
GO:0008793	aromatic-amino-acid:2-oxoglutarate aminotransferase activity
GO:0008795	NAD+ synthase activity
GO:0008796	bis(5'-nucleosyl)-tetraphosphatase activity
GO:0008797	aspartate ammonia-lyase activity
GO:0008798	beta-aspartyl-peptidase activity
GO:0008800	beta-lactamase activity
GO:0008801	beta-phosphoglucomutase activity
GO:0008802	betaine-aldehyde dehydrogenase activity
GO:0008803	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity
GO:0008808	cardiolipin synthase activity
GO:0008809	carnitine racemase activity
GO:0008810	cellulase activity
GO:0008812	choline dehydrogenase activity
GO:0008813	chorismate lyase activity
GO:0008814	citrate CoA-transferase activity
GO:0008815	citrate (pro-3S)-lyase activity
GO:0008816	citryl-CoA lyase activity
GO:0008818	cobalamin 5'-phosphate synthase activity
GO:0008821	crossover junction endodeoxyribonuclease activity
GO:0008824	cyanate hydratase activity
GO:0008825	cyclopropane-fatty-acyl-phospholipid synthase activity
GO:0008827	cytochrome o ubiquinol oxidase activity
GO:0008828	dATP pyrophosphohydrolase activity
GO:0008829	dCTP deaminase activity
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity
GO:0008832	dGTPase activity
GO:0008833	deoxyribonuclease IV (phage-T4-induced) activity
GO:0008834	di-trans,poly-cis-decaprenylcistransferase activity
GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity
GO:0008836	diaminopimelate decarboxylase activity
GO:0008837	diaminopimelate epimerase activity
GO:0008838	diaminopropionate ammonia-lyase activity
GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase
GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase
GO:0008841	dihydrofolate synthase activity
GO:0008843	endochitinase activity
GO:0008847	Enterobacter ribonuclease activity
GO:0008849	enterochelin esterase activity
GO:0008851	ethanolamine ammonia-lyase activity
GO:0008852	exodeoxyribonuclease I activity
GO:0008853	exodeoxyribonuclease III activity
GO:0008854	exodeoxyribonuclease V activity
GO:0008855	exodeoxyribonuclease VII activity
GO:0008859	exoribonuclease II activity
GO:0008860	ferredoxin-NAD+ reductase activity
GO:0008861	formate C-acetyltransferase activity
GO:0008863	formate dehydrogenase (NAD+) activity
GO:0008864	formyltetrahydrofolate deformylase activity
GO:0008865	fructokinase activity
GO:0008866	fructuronate reductase activity
GO:0008867	galactarate dehydratase activity
GO:0008868	galactitol-1-phosphate 5-dehydrogenase activity
GO:0008869	galactonate dehydratase activity
GO:0008870	galactoside O-acetyltransferase activity
GO:0008872	glucarate dehydratase activity
GO:0008873	gluconate 2-dehydrogenase activity
GO:0008874	gluconate 5-dehydrogenase activity
GO:0008876	quinoprotein glucose dehydrogenase activity
GO:0008877	glucose-1-phosphatase activity
GO:0008878	glucose-1-phosphate adenylyltransferase activity
GO:0008879	glucose-1-phosphate thymidylyltransferase activity
GO:0008880	glucuronate isomerase activity
GO:0008881	glutamate racemase activity
GO:0008882	[glutamate-ammonia-ligase] adenylyltransferase activity
GO:0008883	glutamyl-tRNA reductase activity
GO:0008884	glutathionylspermidine amidase activity
GO:0008885	glutathionylspermidine synthase activity
GO:0008887	glycerate kinase activity
GO:0008888	glycerol dehydrogenase [NAD+] activity
GO:0008889	glycerophosphodiester phosphodiesterase activity
GO:0008890	glycine C-acetyltransferase activity
GO:0008891	glycolate oxidase activity
GO:0008892	guanine deaminase activity
GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
GO:0008894	guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity
GO:0008897	holo-[acyl-carrier-protein] synthase activity
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity
GO:0008899	homoserine O-succinyltransferase activity
GO:0008901	ferredoxin hydrogenase activity
GO:0008902	hydroxymethylpyrimidine kinase activity
GO:0008903	hydroxypyruvate isomerase activity
GO:0008906	inosine kinase activity
GO:0008908	isochorismatase activity
GO:0008909	isochorismate synthase activity
GO:0008911	lactaldehyde dehydrogenase activity
GO:0008912	lactaldehyde reductase activity
GO:0008913	lauroyltransferase activity
GO:0008914	leucyltransferase activity
GO:0008915	lipid-A-disaccharide synthase activity
GO:0008918	lipopolysaccharide 3-alpha-galactosyltransferase activity
GO:0008919	lipopolysaccharide glucosyltransferase I activity
GO:0008920	lipopolysaccharide heptosyltransferase activity
GO:0008921	lipopolysaccharide-1,6-galactosyltransferase activity
GO:0008922	long-chain fatty acid [acyl-carrier-protein] ligase activity
GO:0008923	lysine decarboxylase activity
GO:0008924	malate dehydrogenase (quinone) activity
GO:0008925	maltose O-acetyltransferase activity
GO:0008926	mannitol-1-phosphate 5-dehydrogenase activity
GO:0008927	mannonate dehydratase activity
GO:0008929	methylglyoxal synthase activity
GO:0008930	methylthioadenosine nucleosidase activity
GO:0008932	lytic endotransglycosylase activity
GO:0008933	lytic transglycosylase activity
GO:0008934	inositol monophosphate 1-phosphatase activity
GO:0008935	1,4-dihydroxy-2-naphthoyl-CoA synthase activity
GO:0008936	nicotinamidase activity
GO:0008940	nitrate reductase activity
GO:0008941	nitric oxide dioxygenase activity
GO:0008942	nitrite reductase [NAD(P)H] activity
GO:0008948	oxaloacetate decarboxylase activity
GO:0008949	oxalyl-CoA decarboxylase activity
GO:0008951	palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity
GO:0008955	peptidoglycan glycosyltransferase activity
GO:0008957	phenylacetaldehyde dehydrogenase activity
GO:0008959	phosphate acetyltransferase activity
GO:0008960	phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase activity
GO:0008961	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity
GO:0008962	phosphatidylglycerophosphatase activity
GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity
GO:0008964	phosphoenolpyruvate carboxylase activity
GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity
GO:0008966	phosphoglucosamine mutase activity
GO:0008967	phosphoglycolate phosphatase activity
GO:0008968	D-sedoheptulose 7-phosphate isomerase activity
GO:0008970	phospholipase A1 activity
GO:0008972	phosphomethylpyrimidine kinase activity
GO:0008973	phosphopentomutase activity
GO:0008976	polyphosphate kinase activity
GO:0008977	prephenate dehydrogenase (NAD+) activity
GO:0008980	propionate kinase activity
GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
GO:0008983	protein-glutamate O-methyltransferase activity
GO:0008984	protein-glutamate methylesterase activity
GO:0008986	pyruvate, water dikinase activity
GO:0008987	quinolinate synthetase A activity
GO:0008988	rRNA (adenine-N6-)-methyltransferase activity
GO:0008989	rRNA (guanine-N1-)-methyltransferase activity
GO:0008990	rRNA (guanine-N2-)-methyltransferase activity
GO:0008993	rhamnulokinase activity
GO:0008994	rhamnulose-1-phosphate aldolase activity
GO:0008995	ribonuclease E activity
GO:0008996	ribonuclease G activity
GO:0008997	ribonuclease R activity
GO:0008998	ribonucleoside-triphosphate reductase activity
GO:0008999	ribosomal-protein-alanine N-acetyltransferase activity
GO:0009000	selenocysteine lyase activity
GO:0009001	serine O-acetyltransferase activity
GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity
GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity
GO:0009009	site-specific recombinase activity
GO:0009010	sorbitol-6-phosphate 2-dehydrogenase activity
GO:0009011	starch synthase activity
GO:0009013	succinate-semialdehyde dehydrogenase [NAD(P)+] activity
GO:0009014	succinyl-diaminopimelate desuccinylase activity
GO:0009015	N-succinylarginine dihydrolase activity
GO:0009016	succinyldiaminopimelate transaminase activity
GO:0009017	succinylglutamate desuccinylase activity
GO:0009019	tRNA (guanine-N1-)-methyltransferase activity
GO:0009020	tRNA (guanosine-2'-O-)-methyltransferase activity
GO:0009024	tagatose-6-phosphate kinase activity
GO:0009025	tagatose-bisphosphate aldolase activity
GO:0009026	tagaturonate reductase activity
GO:0009027	tartrate dehydrogenase activity
GO:0009028	tartronate-semialdehyde synthase activity
GO:0009029	tetraacyldisaccharide 4'-kinase activity
GO:0009030	thiamine-phosphate kinase activity
GO:0009032	thymidine phosphorylase activity
GO:0009034	tryptophanase activity
GO:0009035	type I site-specific deoxyribonuclease activity
GO:0009040	ureidoglycolate dehydrogenase activity
GO:0009041	uridylate kinase activity
GO:0009042	valine-pyruvate transaminase activity
GO:0009045	xylose isomerase activity
GO:0009046	zinc D-Ala-D-Ala carboxypeptidase activity
GO:0009050	glycopeptide catabolic process
GO:0009051	pentose-phosphate shunt, oxidative branch
GO:0009052	pentose-phosphate shunt, non-oxidative branch
GO:0009055	electron transfer activity
GO:0009058	biosynthetic process
GO:0009060	aerobic respiration
GO:0009061	anaerobic respiration
GO:0009062	fatty acid catabolic process
GO:0009063	cellular amino acid catabolic process
GO:0009067	aspartate family amino acid biosynthetic process
GO:0009070	serine family amino acid biosynthetic process
GO:0009072	aromatic amino acid family metabolic process
GO:0009073	aromatic amino acid family biosynthetic process
GO:0009081	branched-chain amino acid metabolic process
GO:0009082	branched-chain amino acid biosynthetic process
GO:0009085	lysine biosynthetic process
GO:0009086	methionine biosynthetic process
GO:0009088	threonine biosynthetic process
GO:0009089	lysine biosynthetic process via diaminopimelate
GO:0009090	homoserine biosynthetic process
GO:0009093	cysteine catabolic process
GO:0009094	L-phenylalanine biosynthetic process
GO:0009097	isoleucine biosynthetic process
GO:0009098	leucine biosynthetic process
GO:0009099	valine biosynthetic process
GO:0009102	biotin biosynthetic process
GO:0009103	lipopolysaccharide biosynthetic process
GO:0009106	lipoate metabolic process
GO:0009107	lipoate biosynthetic process
GO:0009108	coenzyme biosynthetic process
GO:0009113	purine nucleobase biosynthetic process
GO:0009114	hypoxanthine catabolic process
GO:0009116	nucleoside metabolic process
GO:0009117	nucleotide metabolic process
GO:0009132	nucleoside diphosphate metabolic process
GO:0009142	nucleoside triphosphate biosynthetic process
GO:0009143	nucleoside triphosphate catabolic process
GO:0009146	purine nucleoside triphosphate catabolic process
GO:0009152	purine ribonucleotide biosynthetic process
GO:0009156	ribonucleoside monophosphate biosynthetic process
GO:0009157	deoxyribonucleoside monophosphate biosynthetic process
GO:0009164	nucleoside catabolic process
GO:0009165	nucleotide biosynthetic process
GO:0009166	nucleotide catabolic process
GO:0009168	purine ribonucleoside monophosphate biosynthetic process
