engelman_met_id,PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID_UPDATED,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,KEGG,HMDB
met1437,1110,succinate,Energy,TCA Cycle,1437,LC/MS Polar,252,3149,117.0193,110-15-6,1110,C00042,HMDB00254
met41888,4684,succinimide,Xenobiotics,Chemical,41888,LC/MS Polar,100003696,2155,116.0353,123-56-8,11439,C07273,
met37058,1109,succinylcarnitine (C4-DC),Energy,TCA Cycle,37058,LC/MS Pos Early,100001948,2291,262.1285,256928-74-2,71464481,,HMDB61717
met53240,4282,sulfamethoxazole,Xenobiotics,Drug - Antibiotic,53240,LC/MS Neg,100009327,1941,252.0448,,5329,"D00285,C07315,D00447",HMDB15150
met46960,4579,sulfate*,Xenobiotics,Chemical,46960,LC/MS Neg,100002528,616,96.9601,14808-79-8,1118,C00059,HMDB01448
met15336,4018,tartarate,Xenobiotics,Food Component/Plant,15336,LC/MS Neg,100000295,615.3,149.0092,87-69-4;6106-24-7,444305,C00898,HMDB00956
met20693,4142,tartronate (hydroxymalonate),Xenobiotics,Bacterial/Fungal,20693,LC/MS Neg,100000840,610,118.9986,80-69-3,45,C02287,HMDB35227
met2125,346,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2125,LC/MS Pos Early,512,660,126.022,107-35-7,1123,C00245,HMDB00251
met33983,2693,tauro-beta-muricholate,Lipid,Primary Bile Acid Metabolism,33983,LC/MS Neg,100001250,4774,514.2844,25696-60-0,168408,,HMDB00932
met18494,2689,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,18494,LC/MS Neg,1629,5250,498.2895,6009-98-9,387316,C05465,HMDB00951
met18497,2686,taurocholate,Lipid,Primary Bile Acid Metabolism,18497,LC/MS Neg,1648,5150,514.2844,145-42-6,6675,C05122,HMDB00036
met32807,2735,taurocholenate sulfate,Lipid,Secondary Bile Acid Metabolism,32807,LC/MS Neg,100001990,4750,279.6142,,,,
met12261,2706,taurodeoxycholate,Lipid,Secondary Bile Acid Metabolism,12261,LC/MS Neg,1668,5257.4,498.2895,207737-97-1,2733768,C05463,HMDB00896
met36850,2713,taurolithocholate 3-sulfate,Lipid,Secondary Bile Acid Metabolism,36850,LC/MS Neg,100001658,5027,280.6221,64936-83-0,440071,C03642,HMDB02580
met39378,2718,tauroursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,39378,LC/MS Neg,100002912,5025,498.2895,14605-22-2,9848818,,HMDB00874
met35669,1309,tetradecanedioate (C14-DC),Lipid,"Fatty Acid, Dicarboxylate",35669,LC/MS Neg,100001613,4000,257.1758,821-38-5,13185,,HMDB00872
met61836,4494,THC carboxylic acid,Xenobiotics,Drug - Psychoactive,61836,LC/MS Neg,100016048,5263,343.1915,,107885,,
met61848,4495,THC carboxylic acid glucuronide,Xenobiotics,Drug - Psychoactive,61848,LC/MS Neg,100016049,5224,519.2236,,,,
met22206,4019,theanine,Xenobiotics,Food Component/Plant,22206,LC/MS Pos Early,100000784,2180,175.1077,3081-61-6,439378,C01047,HMDB34365
met18392,3676,theobromine,Xenobiotics,Xanthine Metabolism,18392,LC/MS Pos Early,100000445,1600,181.072,83-67-0,5429,C07480,HMDB02825
met18394,3677,theophylline,Xenobiotics,Xanthine Metabolism,18394,LC/MS Neg,100000437,2356.9,179.0575,58-55-9,2153,C07130,HMDB01889
met53231,4716,thioproline,Xenobiotics,Chemical,53231,LC/MS Pos Early,100009232,1250,134.027,34592-47-4,93176,,
met27738,3504,threonate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,27738,LC/MS Polar,100001022,2384,135.0299,70753-61-6,151152,C01620,HMDB00943
met1284,16,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1284,LC/MS Pos Early,564,1514,120.0655,72-19-5,6288,C00188,HMDB00167
met36095,4021,thymol sulfate,Xenobiotics,Food Component/Plant,36095,LC/MS Neg,100001757,4410,229.054,89-83-8,,C09908,HMDB01878
met2761,199,thyroxine,Amino Acid,Tyrosine Metabolism,2761,LC/MS Neg,1094,4808,775.6794,51-48-9,5819,C01829,HMDB01918
met2772,4428,topiramate,Xenobiotics,Drug - Neurological,2772,LC/MS Neg,1388,4021,338.0915,97240-79-4,5284627,C07502,HMDB05034
met53241,4246,tramadol,Xenobiotics,"Drug - Analgesics, Anesthetics",53241,LC/MS Pos Early,100006381,3288,264.1958,27203-92-5,33741,C07153,HMDB14339
met32306,376,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32306,LC/MS Pos Early,1001,1064,132.0655,51-35-4,5810,C01157,HMDB00725
met607,71,trans-urocanate,Amino Acid,Histidine Metabolism,607,LC/MS Pos Early,537,2285,139.0502,104-98-3,736715,C00785,HMDB00301
met57691,4485,trazadone,Xenobiotics,Drug - Psychoactive,57691,LC/MS Pos Early,100015783,3498,372.1586,19794-93-5,5533,"C07156,D08626",HMDB14794
met42593,4372,triamterene,Xenobiotics,Drug - Cardiovascular,42593,LC/MS Pos Early,100003968,3164,254.1149,396-01-0,5546,D00386,HMDB01940
met52436,2363,tricosanoyl sphingomyelin (d18:1/23:0)*,Lipid,Sphingolipid Metabolism,52436,LC/MS Pos Late,100008955,3200,801.6844,,,,HMDB12105
met32401,3481,trigonelline (N'-methylnicotinate),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,32401,LC/MS Pos Early,100001092,1388,138.055,535-83-1,5570,C01004,HMDB00875
met40406,1699,trimethylamine N-oxide,Lipid,Phospholipid Metabolism,40406,LC/MS Pos Early,100003397,2100,76.0757,1184-78-7,1145,C01104,HMDB00925
met54,203,tryptophan,Amino Acid,Tryptophan Metabolism,54,LC/MS Pos Early,565,2986,205.0972,73-22-3,6305,C00078,HMDB00929
met37097,212,tryptophan betaine,Amino Acid,Tryptophan Metabolism,37097,LC/MS Pos Early,100001743,2673,247.1441,20671-76-5,442106,C09213,HMDB61115
met48408,182,tyramine O-sulfate,Amino Acid,Tyrosine Metabolism,48408,LC/MS Neg,100006092,1565,216.0336,30223-92-8,153005,,HMDB06409
met1299,131,tyrosine,Amino Acid,Tyrosine Metabolism,1299,LC/MS Pos Early,815,2430,182.0812,60-18-4,6057,C00082,HMDB00158
met48674,4063,umbelliferone sulfate,Xenobiotics,Food Component/Plant,48674,LC/MS Neg,100006282,2440,240.9812,69526-88-1,129659,,
met605,3402,uracil,Nucleotide,"Pyrimidine Metabolism, Uracil containing",605,LC/MS Polar,825,1089.7,111.02,66-22-8,1174,C00106,HMDB00300
met1604,3320,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1604,LC/MS Neg,1134,757.1,167.0211,69-93-2;120K5305,1175,C00366,HMDB00289
met1670,355,urea,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1670,LC/MS Pos Early,533,700,121.072,57-13-6,1176,C00086,HMDB00294
met606,3401,uridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",606,LC/MS Neg,535,1457.6,243.0623,58-96-8,6029,C00299,HMDB00296
met1649,304,valine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1649,LC/MS Neg,566,909.4,116.0717,72-18-4,6287,C00183,HMDB00883
met22290,4430,valproate,Xenobiotics,Drug - Neurological,22290,LC/MS Neg,100000779,3885.6,143.1078,99-66-1,3121,C07185,HMDB01877
met48566,4377,valsartan,Xenobiotics,Drug - Cardiovascular,48566,LC/MS Neg,100006232,4228,434.2198,137862-53-4,5650,,
met54910,156,vanillactate,Amino Acid,Tyrosine Metabolism,54910,LC/MS Neg,100006129,1625,211.0612,2475-56-1,160637,,HMDB00913
met1567,157,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,1567,LC/MS Neg,1111,941,197.0456,55-10-7,1245,C05584,HMDB00291
met38623,4468,venlafaxine,Xenobiotics,Drug - Psychoactive,38623,LC/MS Pos Late,100002807,848,278.2115,93413-69-5,5656,C07187,HMDB05016
met42990,4361,verapamil,Xenobiotics,Drug - Cardiovascular,42990,LC/MS Pos Late,100004028,945,455.2904,152-11-4,2520,D02356,HMDB01850
met43335,4369,warfarin,Xenobiotics,Drug - Cardiovascular,43335,LC/MS Neg,100004175,3790,307.0976,5543-57-7,,C01541,HMDB01935
met3147,3312,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3147,LC/MS Polar,1004,2023,151.0262,69-89-6,1188,C00385,HMDB00292
met15679,224,xanthurenate,Amino Acid,Tryptophan Metabolism,15679,LC/MS Pos Early,100000015,2236,206.0448,59-007,5699,C02470,HMDB00881
met57517,1445,ximenoylcarnitine (C26:1)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),57517,LC/MS Pos Late,100015836,1607,538.483,,,,
met15581,948,xylose,Carbohydrate,Pentose Metabolism,15581,LC/MS Polar,826,1727,195.051,609-06-3,135191,C00181,HMDB00098
met46459,,glucuronide of piperine metabolite C17H21NO3 (4)*,Xenobiotics,Food Component/Plant,62291,LC/MS Neg,100020492,3991,463.184235,,,,
met46497,,hydroxy-CMPF*,Lipid,"Fatty Acid, Dicarboxylate",62277,LC/MS Neg,100019794,1525.4,256.0946882462,,,,
met46590,,X - 07765,Pathway missing,Pathway missing,46590,LC/MS Neg,,3698,245.0484,,,,
met46355,,"2,6-dihydroxybenzoic acid",Xenobiotics,Drug - Topical Agents,63042,LC/MS Neg,100020837,2580.5,154.026608681,,,,HMDB13676
met47478,,X - 10458,Pathway missing,Pathway missing,47478,LC/MS Neg,,3634,231.1239,,,,
met32578,,X - 11261,Pathway missing,Pathway missing,32578,LC/MS Pos Late,,870,286.2008,,,,
met46592,,X - 11299,Pathway missing,Pathway missing,46592,LC/MS Neg,,4886,507.2222,,,,
met46390,,X - 11308,Pathway missing,Pathway missing,46390,LC/MS Neg,,5163,365.2704,,,,
met49592,,X - 11315,Pathway missing,Pathway missing,49592,LC/MS Neg,,1157,128.0715,,,,
met46594,,X - 11372,Pathway missing,Pathway missing,46594,LC/MS Neg,,5319,467.373,,,,
met46595,,X - 11378,Pathway missing,Pathway missing,46595,LC/MS Neg,,5343,445.3306,,,,
met46347,,X - 11381,Pathway missing,Pathway missing,46347,LC/MS Neg,,1118,184.0982,,,,
met46598,,tridecenedioate (C13:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",62919,LC/MS Neg,100002199,3121,242.1518091946,,,,
met46599,,pregnenetriol disulfate*,Lipid,Pregnenolone Steroids,62921,LC/MS Neg,100021104,3515,494.164429,,,,
met46360,,X - 11441,Pathway missing,Pathway missing,46360,LC/MS Neg,,3755.8,331.1308,,,,
met46443,,X - 11442,Pathway missing,Pathway missing,46443,LC/MS Neg,,3890,331.1304,,,,
met46460,,X - 11444,Pathway missing,Pathway missing,46460,LC/MS Neg,,3972,541.2652,,,,
met46600,,sulfate of piperine metabolite C16H19NO3 (2)*,Xenobiotics,Food Component/Plant,62295,LC/MS Neg,100020496,4134,353.093292,,,,
met46601,,X - 11470,Pathway missing,Pathway missing,46601,LC/MS Neg,,4151,525.2706,,,,
met46602,,X - 11478,Pathway missing,Pathway missing,46602,LC/MS Neg,,4285,165.0921,,,,
met47650,,X - 11483,Pathway missing,Pathway missing,47650,LC/MS Neg,,4449,505.2082,,,,
met47901,,sulfate of piperine metabolite C18H21NO3 (1)*,Xenobiotics,Food Component/Plant,62297,LC/MS Neg,100020502,4485,379.108948,,,,
met47651,,deoxycholic acid glucuronide,Lipid,Secondary Bile Acid Metabolism,63610,LC/MS Neg,100020550,4819,568.3247477618,,,,
met46914,,X - 11522,Pathway missing,Pathway missing,46914,LC/MS Neg,,4760,313.1197,,,,
met46603,,X - 11530,Pathway missing,Pathway missing,46603,LC/MS Neg,,4892,313.1196,,,,
met47652,,eicosenedioate (C20:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",62923,LC/MS Neg,100021105,5100,340.261353,,,,
met46260,,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",62805,LC/MS Neg,100020893,1157.1,178.0299794994,,,,
met47653,,X - 11593,Pathway missing,Pathway missing,47653,LC/MS Neg,,764,189.0407,,,,
met47493,,X - 11632,Pathway missing,Pathway missing,47493,LC/MS Neg,,3377,229.1082,,,,
met47497,,enterolactone sulfate,Pathway missing,Pathway missing,64041,LC/MS Neg,,3769,377.0705,,,,
met33132,,X - 11787,Pathway missing,Pathway missing,33132,LC/MS Pos Early,,2319,148.0968,,,,
met33140,,X - 11795,Pathway missing,Pathway missing,33140,LC/MS Pos Early,,2590,148.0968,,,,
met46982,,3-(methylthio)acetaminophen sulfate*,Xenobiotics,"Drug - Analgesics, Anesthetics",62567,LC/MS Neg,100020827,2285,277.007874,,,,
met46466,,X - 11843,Pathway missing,Pathway missing,46466,LC/MS Neg,,2674.6,230.013,,,,
met46488,,X - 11847,Pathway missing,Pathway missing,46488,LC/MS Neg,,3087,259.0098,,,,
met46607,,X - 11849,Pathway missing,Pathway missing,46607,LC/MS Neg,,3215,266.0179,,,,
met46507,,X - 11850,Pathway missing,Pathway missing,46507,LC/MS Neg,,3176,226.0182,,,,
met46521,,X - 11852,Pathway missing,Pathway missing,46521,LC/MS Neg,,3277.6,232.9949,,,,
met47654,,X - 11858,Pathway missing,Pathway missing,47654,LC/MS Neg,,4414,437.0555,,,,
met46608,,X - 11880,Pathway missing,Pathway missing,46608,LC/MS Neg,,5341,537.4157,,,,
met46610,,X - 12007,Pathway missing,Pathway missing,46610,LC/MS Neg,,1357,222.992,,,,
met46611,,X - 12013,Pathway missing,Pathway missing,46611,LC/MS Neg,,2066,242.0132,,,,
met47905,,X - 12026,Pathway missing,Pathway missing,47905,LC/MS Neg,,1652,180.0531,,,,
met46588,,metabolonic lactone sulfate,Partially Characterized Molecules,Partially Characterized Molecules,63153,LC/MS Neg,100021331,4800,428.2232595782,,,,
met46684,,"N2-acetyl,N6-methyllysine",Amino Acid,Lysine Metabolism,62954,LC/MS Pos Early,100020546,2190,202.1317424545,,,,
met47687,,X - 12100,Pathway missing,Pathway missing,47687,LC/MS Pos Early,,2650,221.0919,,,,
met47642,,X - 12101,Pathway missing,Pathway missing,47642,LC/MS Pos Early,,2700,164.0739,,,,
met46932,,X - 12104,Pathway missing,Pathway missing,46932,LC/MS Pos Early,,1300,271.0919,,,,
met52797,,X - 12111,Pathway missing,Pathway missing,52797,LC/MS Neg,,877,142.0507,,,,
met47690,,X - 12112,Pathway missing,Pathway missing,47690,LC/MS Pos Early,,950,142.0862,,,,
met47695,,X - 12117,Pathway missing,Pathway missing,47695,LC/MS Pos Early,,2366,204.134,,,,
met46966,,X - 12126,Pathway missing,Pathway missing,46966,LC/MS Neg,,1205,324.0739,,,,
met47702,,X - 12127,Pathway missing,Pathway missing,47702,LC/MS Pos Early,,2160,226.0817,,,,
met47909,,picolinoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),63057,LC/MS Neg,100021198,1829,180.0534921335,,,,HMDB59766
met46612,,ascorbic acid 3-sulfate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,63687,LC/MS Neg,100020409,622,255.9889025457,,,,
met46358,,4-allylcatechol sulfate,Xenobiotics,Benzoate Metabolism,63597,LC/MS Neg,100020578,3597.7,230.0248941215,,,,
met46613,,X - 12216,Pathway missing,Pathway missing,46613,LC/MS Neg,,1691,227.9974,,,,
met46614,,4-ethylcatechol sulfate,Xenobiotics,Benzoate Metabolism,63072,LC/MS Neg,100020536,3346,218.0248941215,,,,
met47657,,X - 12261,Pathway missing,Pathway missing,47657,LC/MS Neg,,1853,258.008,,,,
met47914,,X - 12262,Pathway missing,Pathway missing,47914,LC/MS Neg,,2280,258.008,,,,
met47708,,X - 12283,Pathway missing,Pathway missing,47708,LC/MS Pos Early,,2646,245.0917,,,,
met47917,,X - 12306,Pathway missing,Pathway missing,47917,LC/MS Neg,,2350,247.0285,,,,
met47659,,3-hydroxy-2-methylpyridine sulfate,Xenobiotics,Chemical,63227,LC/MS Neg,100020975,1854,189.0095784083,,,,
met46615,,X - 12407,Pathway missing,Pathway missing,46615,LC/MS Neg,,1873,204.9813,,,,
met47921,,X - 12410,Pathway missing,Pathway missing,47921,LC/MS Neg,,2086,274.0394,,,,
met46616,,X - 12411,Pathway missing,Pathway missing,46616,LC/MS Neg,,1037,195.0335,,,,
met46618,,tetradecadienoate (14:2)*,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),62850,LC/MS Neg,100020343,5315,224.1776300146,,,,HMDB00560
met47639,,X - 12456,Pathway missing,Pathway missing,47639,LC/MS Neg,,4342,427.2165,,,,
met33904,,nonanoylcarnitine (C9),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",61775,LC/MS Pos Late,100006620,1060,301.2253084887,,,,HMDB13288
met46620,,X - 12462,Pathway missing,Pathway missing,46620,LC/MS Pos Early,,1790,148.0427,,,,
met46628,,glutamine conjugate of C6H10O2 (2)*,Partially Characterized Molecules,Partially Characterized Molecules,63660,LC/MS Neg,100020262,2528,242.126663,,,,
met46621,,"2,4-di-tert-butylphenol",Pathway missing,Pathway missing,64328,LC/MS Neg,,5780,205.1599,,,,
met47922,,X - 12543,Pathway missing,Pathway missing,47922,LC/MS Neg,,1409,181.051,,,,
met46510,,X - 12544,Pathway missing,Pathway missing,46510,LC/MS Neg,,3166.9,209.0822,,,,
met47437,,X - 12680,Pathway missing,Pathway missing,47437,LC/MS Pos Early,,2875,229.1293,,,,
met47718,,N-acetyl-isoputreanine,Amino Acid,Polyamine Metabolism,62309,LC/MS Pos Early,100020487,2300,202.1317424545,,,,
met47929,,X - 12707,Pathway missing,Pathway missing,47929,LC/MS Neg,,1196,249.0077,,,,
met46973,,X - 12718,Pathway missing,Pathway missing,46973,LC/MS Neg,,1750,324.0739,,,,
met47936,,X - 12726,Pathway missing,Pathway missing,47936,LC/MS Neg,,1942,233.0129,,,,
met46623,,X - 12729,Pathway missing,Pathway missing,46623,LC/MS Neg,,2021,227.9973,,,,
met47937,,X - 12730,Pathway missing,Pathway missing,47937,LC/MS Neg,,2048,203.9974,,,,
met47940,,X - 12738,Pathway missing,Pathway missing,47940,LC/MS Neg,,2389,230.9972,,,,
met46626,,glutamine conjugate of C6H10O2 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,63657,LC/MS Neg,100020261,2406,242.126663,,,,
met46627,,X - 12740,Pathway missing,Pathway missing,46627,LC/MS Neg,,2497,287.0233,,,,
met46624,,X - 12798,Pathway missing,Pathway missing,46624,LC/MS Pos Early,,2011,240.1017,,,,
met46986,,X - 12812,Pathway missing,Pathway missing,46986,LC/MS Neg,,2435,208.0623,,,,
met47942,,X - 12815,Pathway missing,Pathway missing,47942,LC/MS Neg,,2653,271.0284,,,,
met46630,,X - 12816,Pathway missing,Pathway missing,46630,LC/MS Neg,,2700,495.2237,,,,
met46997,,X - 12822,Pathway missing,Pathway missing,46997,LC/MS Neg,,2790,389.0928,,,,
met47662,,X - 12830,Pathway missing,Pathway missing,47662,LC/MS Neg,,3197,372.1128,,,,
met47014,,X - 12839,Pathway missing,Pathway missing,47014,LC/MS Neg,,3895,269.1516,,,,
met46633,,X - 12844,Pathway missing,Pathway missing,46633,LC/MS Neg,,4185,539.2494,,,,
met46634,,11beta-hydroxyandrosterone glucuronide,Lipid,Androgenic Steroids,63251,LC/MS Neg,100020541,4228,482.251583,,,,
met46364,,X - 12847,Pathway missing,Pathway missing,46364,LC/MS Neg,,4247,227.0388,,,,
met46636,,X - 12849,Pathway missing,Pathway missing,46636,LC/MS Neg,,4696,331.1762,,,,
met46639,,X - 12851,Pathway missing,Pathway missing,46639,LC/MS Neg,,4844,311.6658,,,,
met47955,,X - 12906,Pathway missing,Pathway missing,47955,LC/MS Neg,,793,158.0462,,,,
met47203,,X - 13007,Pathway missing,Pathway missing,47203,LC/MS Neg,,4597,329.2338,,,,
met47788,,X - 13431,Pathway missing,Pathway missing,47788,LC/MS Pos Late,,1015,302.2322,,,,
met46733,,3-decenoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",63361,LC/MS Pos Late,100021136,1095,313.2253084887,,,,
met47439,,X - 13507,Pathway missing,Pathway missing,47439,LC/MS Pos Early,,2520,158.0925,,,,
met46643,,1-carboxyethylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",62562,LC/MS Neg,100020423,2011,189.1001079751,,,,
met47959,,X - 13553,Pathway missing,Pathway missing,47959,LC/MS Neg,,1407,263.0234,,,,
met47664,,X - 13658,Pathway missing,Pathway missing,47664,LC/MS Neg,,4643,253.0832,,,,
met47774,,alpha-CMBHC glucuronide,Pathway missing,Pathway missing,63926,LC/MS Neg,,3665,495.2244,,,,
met47967,,X - 13726,Pathway missing,Pathway missing,47967,LC/MS Neg,,1532,379.0349,,,,
met46645,,X - 13728,Pathway missing,Pathway missing,46645,LC/MS Neg,,1589,197.0682,,,,
met47971,,X - 13729,Pathway missing,Pathway missing,47971,LC/MS Neg,,1745,241.9768,,,,
met47441,,(S)-a-amino-omega-caprolactam,Xenobiotics,Food Component/Plant,63339,LC/MS Pos Early,100021329,2332,128.0949630177,,,C05328,
met46646,,X - 13835,Pathway missing,Pathway missing,46646,LC/MS Neg,,1017,169.0618,,,,
met47977,,X - 13844,Pathway missing,Pathway missing,47977,LC/MS Neg,,1442,209.0572,,,,
met46417,,X - 13866,Pathway missing,Pathway missing,46417,LC/MS Neg,,2417.8,253.1083,,,,
met46632,,X - 14056,Pathway missing,Pathway missing,46632,LC/MS Pos Early,,810,192.0325,,,,
met46655,,taurodeoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism,62889,LC/MS Neg,100006644,4855,579.2535731,,,,
met46652,,taurochenodeoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism,62890,LC/MS Neg,100021093,4800,579.2535734286,,,,HMDB02486
met46656,,glycoursodeoxycholic acid sulfate (1),Lipid,Secondary Bile Acid Metabolism,63731,LC/MS Neg,100020819,4336,529.2709380523,,,,
met47787,,1-methyl-5-imidazoleacetate,Amino Acid,Histidine Metabolism,62946,LC/MS Pos Early,100002910,2000,140.0585775114,,,,HMDB04988
met47204,,X - 14904,Pathway missing,Pathway missing,47204,LC/MS Neg,,4543,329.2338,,,,
met46657,,X - 14939,Pathway missing,Pathway missing,46657,LC/MS Neg,,4353,165.0923,,,,
met46658,,X - 15220,Pathway missing,Pathway missing,46658,LC/MS Neg,,2662,274.112,,,,
met46661,,X - 15245,Pathway missing,Pathway missing,46661,LC/MS Neg,,568,233.0303,,,,
met46283,,X - 15461,Pathway missing,Pathway missing,46283,LC/MS Pos Early,,1624,160.0971,,,,
met46640,,X - 15469,Pathway missing,Pathway missing,46640,LC/MS Pos Late,,785,304.2116,,,,
met46266,,X - 15486,Pathway missing,Pathway missing,46266,LC/MS Neg,,3629,269.1509,,,,
met46662,,X - 15492,Pathway missing,Pathway missing,46662,LC/MS Neg,,4678,541.2647,,,,
met46473,,1-carboxyethylphenylalanine,Amino Acid,Phenylalanine Metabolism,62566,LC/MS Neg,100020419,2843,237.1001079751,,,,
met46977,,X - 15503,Pathway missing,Pathway missing,46977,LC/MS Neg,,1845,193.0626,,,,
met47985,,X - 15523,Pathway missing,Pathway missing,47985,LC/MS Neg,,4164,309.1019,,,,
met46664,,X - 15664,Pathway missing,Pathway missing,46664,LC/MS Neg,,3733,469.1719,,,,
met47800,,X - 15666,Pathway missing,Pathway missing,47800,LC/MS Pos Early,,2755,221.0917,,,,
met46665,,X - 15674,Pathway missing,Pathway missing,46665,LC/MS Neg,,1362,187.025,,,,
met46666,,X - 15728,Pathway missing,Pathway missing,46666,LC/MS Neg,,3976,231.0334,,,,
met46738,,3-formylindole,Xenobiotics,Food Component/Plant,62863,LC/MS Neg,100020219,3692,145.052763852,,,C08493,HMDB29737
met46315,,X - 16083,Pathway missing,Pathway missing,46315,LC/MS Neg,,1484,309.1195,,,,
met47988,,X - 16087,Pathway missing,Pathway missing,47988,LC/MS Neg,,4143,443.1566,,,,
met46461,,X - 16124,Pathway missing,Pathway missing,46461,LC/MS Neg,,2563.6,203.0022,,,,
met47802,,X - 16397,Pathway missing,Pathway missing,47802,LC/MS Pos Early,,2809,248.0948,,,,
met47013,,X - 16570,Pathway missing,Pathway missing,47013,LC/MS Neg,,3765,198.1143,,,,
met46673,,X - 16576,Pathway missing,Pathway missing,46673,LC/MS Neg,,4496,167.1079,,,,
met47804,,X - 16580,Pathway missing,Pathway missing,47804,LC/MS Pos Early,,2537,222.0791,,,,
met47992,,X - 16649,Pathway missing,Pathway missing,47992,LC/MS Neg,,3018,353.0346,,,,
met46677,,deoxycholic acid (12 or 24)-sulfate*,Lipid,Secondary Bile Acid Metabolism,63688,LC/MS Neg,100021712,4598,472.2494743287,,,,
met46681,,X - 16935,Pathway missing,Pathway missing,46681,LC/MS Neg,,4471,447.2757,,,,
met46511,,X - 16938,Pathway missing,Pathway missing,46511,LC/MS Neg,,2000,233.1032,,,,
met46683,,X - 16944,Pathway missing,Pathway missing,46683,LC/MS Neg,,3718,141.0923,,,,
met46517,,X - 16946,Pathway missing,Pathway missing,46517,LC/MS Neg,,3240,317.1149,,,,
met47993,,X - 17010,Pathway missing,Pathway missing,47993,LC/MS Neg,,3178,189.1136,,,,
met46686,,X - 17137,Pathway missing,Pathway missing,46686,LC/MS Neg,,3497,449.2031,,,,
met46689,,branched chain 14:0 dicarboxylic acid**,Lipid,"Fatty Acid, Dicarboxylate",63191,LC/MS Neg,100021374,3862,258.183109323,,,,
met46691,,X - 17146,Pathway missing,Pathway missing,46691,LC/MS Neg,,4851,375.1814,,,,
met47806,,X - 17162,Pathway missing,Pathway missing,47806,LC/MS Pos Late,,900,593.3328,,,,
met46490,,X - 17185,Pathway missing,Pathway missing,46490,LC/MS Neg,,3079.5,215.002,,,,
met40097,,"N,N,N-trimethyl-alanylproline betaine (TMAP)",Amino Acid,Urea cycle; Arginine and Proline Metabolism,62947,LC/MS Pos Early,100020217,2344,228.1473925187,,,,
met46672,,X - 17325,Pathway missing,Pathway missing,46672,LC/MS Neg,,2868,184.0981,,,,
met47000,,glutamine conjugate of C7H12O2*,Partially Characterized Molecules,Partially Characterized Molecules,63658,LC/MS Neg,100020259,3045,256.142303,,,,
met47818,,X - 17328,Pathway missing,Pathway missing,47818,LC/MS Pos Late,,910,308.1851,,,,
met47820,,X - 17335,Pathway missing,Pathway missing,47820,LC/MS Pos Late,,1052,248.1676,,,,
met47821,,undecenoylcarnitine (C11:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",63613,LC/MS Pos Late,100021131,1136,327.2409585529,,,,
met47872,,X - 17340,Pathway missing,Pathway missing,47872,LC/MS Neg,,4697,539.25,,,,
met47824,,X - 17346,Pathway missing,Pathway missing,47824,LC/MS Pos Early,,1637,255.097,,,,
met46989,,X - 17348,Pathway missing,Pathway missing,46989,LC/MS Neg,,2545,247.0831,,,,
met48001,,X - 17351,Pathway missing,Pathway missing,48001,LC/MS Neg,,3390,243.0779,,,,
met48003,,X - 17353,Pathway missing,Pathway missing,48003,LC/MS Neg,,3430,507.2089,,,,
met47009,,X - 17354,Pathway missing,Pathway missing,47009,LC/MS Neg,,3520,473.1472,,,,
met48007,,X - 17355,Pathway missing,Pathway missing,48007,LC/MS Neg,,3784,474.176,,,,
met48009,,X - 17357,Pathway missing,Pathway missing,48009,LC/MS Neg,,4098,541.2655,,,,
met48011,,cortolone glucuronide (1),Lipid,Corticosteroids,57699,LC/MS Neg,100015971,4606,542.2727121913,,,,
